,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
44453,Indigo,6E-6222,Mumbai,Morning,one,Afternoon,Delhi,Economy,4.25,10,7412
44454,Indigo,6E-2077,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.17,10,7833
44455,Indigo,6.00E-213,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,5.75,10,7903
44456,AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,8,10,8452
44457,AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,10,8452
44458,SpiceJet,SG-4417,Mumbai,Evening,one,Morning,Delhi,Economy,14.83,10,8647
44459,Indigo,6E-5392,Mumbai,Evening,one,Night,Delhi,Economy,4.5,10,8885
44460,Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Economy,26.42,10,8988
44461,GO_FIRST,G8-364,Mumbai,Evening,one,Morning,Delhi,Economy,14.58,10,9171
44462,Vistara,UK-875,Mumbai,Evening,one,Evening,Delhi,Economy,24.58,10,9828
44463,Vistara,UK-875,Mumbai,Evening,one,Night,Delhi,Economy,27.5,10,9828
44464,Air_India,AI-611,Mumbai,Morning,one,Night,Delhi,Economy,10.42,10,9513
44465,Vistara,UK-875,Mumbai,Evening,one,Afternoon,Delhi,Economy,20.33,10,9933
44466,Air_India,AI-619,Mumbai,Night,one,Morning,Delhi,Economy,12.75,10,9828
44467,Air_India,AI-629,Mumbai,Evening,one,Morning,Delhi,Economy,15.92,10,9828
44468,Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,19,10,9828
44469,Air_India,AI-619,Mumbai,Night,one,Evening,Delhi,Economy,22.25,10,9828
44470,Air_India,AI-619,Mumbai,Night,one,Night,Delhi,Economy,26.75,10,9828
44471,Indigo,6E-5384,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,10,9868
44472,Vistara,UK-877,Mumbai,Morning,one,Evening,Delhi,Economy,9.17,10,10248
44473,Vistara,UK-873,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.58,10,10248
44474,Vistara,UK-875,Mumbai,Evening,one,Afternoon,Delhi,Economy,17.33,10,10248
44475,Air_India,AI-645,Mumbai,Morning,one,Evening,Delhi,Economy,6.92,10,9976
44476,GO_FIRST,G8-365,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.5,10,10011
44477,Vistara,UK-655,Mumbai,Morning,one,Evening,Delhi,Economy,5.25,10,10396
44478,Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.33,10,10563
44479,Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,10,10248
