Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
117195,SpiceJet,SG-4009,Bangalore,Early_Morning,zero,Early_Morning,Chennai,Economy,1.08,22,2132
117196,GO_FIRST,G8-510,Bangalore,Early_Morning,one,Evening,Chennai,Economy,9.67,22,3091
117197,Air_India,AI-9517,Bangalore,Evening,one,Early_Morning,Chennai,Economy,13.17,22,3184
117198,GO_FIRST,G8-312,Bangalore,Evening,one,Late_Night,Chennai,Economy,7.42,22,3336
117199,GO_FIRST,G8-241,Bangalore,Evening,one,Late_Night,Chennai,Economy,8.0,22,3336
117200,GO_FIRST,G8-7543,Bangalore,Afternoon,one,Late_Night,Chennai,Economy,11.75,22,3336
117201,Air_India,AI-610,Bangalore,Evening,one,Early_Morning,Chennai,Economy,12.17,22,3720
117202,Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Chennai,Economy,24.58,22,3720
117203,Vistara,UK-854,Bangalore,Evening,one,Night,Chennai,Economy,4.67,22,
117204,Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Economy,11.17,22,
117205,Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Economy,12.92,22,4672
117206,Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,Economy,13.58,22,9999999
117207,Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,Economy,13.83,22,4672
117208,Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Economy,14.42,22,4672
117209,Vistara,UK-846,Bangalore,Morning,one,Night,Chennai,Economy,14.58,22,4672
117210,Vistara,UK-858,Bangalore,Early_Morning,one,Night,Chennai,Economy,16.42,22,4672
117211,Vistara,UK-866,Bangalore,Night,one,Evening,Chennai,Economy,22.25,22,not available
117212,Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,Economy,23.33,22,4672
117213,Vistara,UK-850,Bangalore,Evening,one,Evening,Chennai,Economy,24.0,22,4672
117214,Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Economy,24.33,22,4672
117215,Vistara,UK-864,Bangalore,Evening,one,Evening,Chennai,Economy,24.92,22,4672
117216,Vistara,UK-866,Bangalore,Night,one,Night,Chennai,Economy,25.42,22,4672
117217,Vistara,UK-854,Bangalore,Evening,one,Evening,Chennai,Economy,25.5,22,4672
117218,Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,26.17,22,4672
117219,Vistara,UK-850,Bangalore,Evening,one,Night,Chennai,Economy,27.17,22,4672
117220,Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,5.17,22,4792
117221,GO_FIRST,G8-399,Bangalore,Night,one,Early_Morning,Chennai,Economy,9.67,22,4687
117222,GO_FIRST,G8-320,Bangalore,Evening,one,Early_Morning,Chennai,Economy,11.67,22,4687
117223,GO_FIRST,G8-7547,Bangalore,Morning,one,Night,Chennai,Economy,12.33,22,4687
117224,GO_FIRST,G8-7548,Bangalore,Evening,one,Early_Morning,Chennai,Economy,12.67,22,4687
117225,GO_FIRST,G8-395,Bangalore,Morning,one,Night,Chennai,Economy,14.17,22,4687
117226,Air_India,AI-610,Bangalore,Evening,one,Morning,Chennai,Premium,15.75,22,5137
117227,Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Chennai,Economy,8.42,22,5505
117228,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Chennai,Economy,9.67,22,6120
117229,Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,Economy,10.75,22,6120
117230,Air_India,AI-505,Bangalore,Morning,one,Evening,Chennai,Economy,8.58,22,6024
117231,Air_India,AI-503,Bangalore,Evening,one,Evening,Chennai,Economy,25.17,22,6024
117232,Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Economy,11.25,22,6412
