Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,price
102170,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,13.08,not available
102171,Vistara,UK-802,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,13.17,6568
102172,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.0,6568
102173,Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Premium,14.0,
102174,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Premium,14.08,6568
102175,Vistara,UK-820,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,14.25,6568
102176,GO_FIRST,G8-118,Bangalore,Night,one,Early_Morning,Mumbai,Economy,7.92,6389
102177,GO_FIRST,G8-116,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,8.92,6389
102178,GO_FIRST,G8-116,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,10.25,6389
102179,GO_FIRST,G8-118,Bangalore,Night,one,Morning,Mumbai,Economy,11.92,6389
102180,GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,12.83,6389
102181,GO_FIRST,G8-118,Bangalore,Night,one,Morning,Mumbai,Economy,13.17,6389
102182,GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.25,6389
102183,GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.58,6389
102184,GO_FIRST,G8-118,Bangalore,Night,one,Afternoon,Mumbai,Economy,16.17,6389
102185,Air_India,AI-804,Bangalore,Early_Morning,one,Afternoon,Mumbai,12345,6.67,6578
102186,Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Economy,7.83,6578
102187,Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.25,6578
102188,Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.83,6578
102189,Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Economy,11.17,6578
102190,Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Economy,11.75,6578
102191,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,12.08,6578
102192,Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Economy,13.17,6578
102193,Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Economy,14.25,6578
102194,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.42,6578
102195,Air_India,AI-808,Bangalore,Night,one,Afternoon,Mumbai,Economy,15.83,6578
102196,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.0,6578
102197,Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,16.33,6578
102198,Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,17.42,6578
