Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,price
237369,Air_India,AI-867,Mumbai,Night,one,Morning,Kolkata,Business,11.5,49725
237370,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.08,49725
237371,Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.17,49725
237372,Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,Business,12.33,49725
237373,Air_India,AI-888,Mumbai,Evening,one,Morning,Kolkata,Business,14.0,49725
237374,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Kolkata,Business,14.33,49725
237375,Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Business,15.0,not available
237376,Air_India,AI-635,Paris,Early_Morning,one,Night,Kolkata,Business,15.25,49725
237377,Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,Business,15.33,49725
237378,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.0,49725
237379,Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Business,17.0,49725
237380,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.42,49725
237381,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Business,19.5,49725
237382,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Kolkata,Business,20.5,49725
237383,Air_India,AI-867,Mumbai,Night,one,Evening,Kolkata,Business,21.67,49725
237384,Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Business,22.92,
237385,Air_India,AI-888,Mumbai,Evening,one,Evening,Kolkata,Business,24.17,49725
237386,Air_India,AI-660,Mumbai,Evening,one,Evening,Kolkata,Business,25.17,49725
237387,Air_India,AI-442,Mumbai,Afternoon,one,Evening,Kolkata,Business,27.58,49725
237388,Vistara,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Business,7.17,51405
237389,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Kolkata,Business,13.58,51405
237390,Vistara,UK-910,Mumbai,Evening,one,Night,Kolkata,Business,5.17,57565
237391,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Business,11.58,57565
237392,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Business,13.08,57565
237393,Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Business,15.0,57565
237394,Vistara,UK-910,Paris,Evening,one,Morning,Kolkata,Business,16.0,57565
237395,AirFrance,UK-928,Mumbai,Early_Morning,one,Night,Kolkata,Business,16.25,57565
237396,Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Business,10.83,57677
237397,Vistara,UK-986,Mumbai,Night,one,Evening,Kolkata,Business,19.33,57677
237398,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Kolkata,Business,13.58,58562
237399,Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Business,9.83,58573
237400,Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Business,6.17,62045
237401,Vistara,UK-902,Mumbai,Afternoon,one,Night,Kolkata,Business,7.0,62045
237402,Vistara,UK-994,Mumbai,Morning,one,Evening,Kolkata,Business,7.67,62045
237403,Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Business,7.67,62045
237404,Vistara,UK-944,Mumbai,Afternoon,one,Night,Kolkata,Business,8.08,62045
237405,Vistara,UK-994,Mumbai,Morning,one,Evening,Kolkata,Business,9.17,62045
237406,Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Business,10.67,62045
237407,Vistara,UK-960,Mumbai,Morning,one,Night,Kolkata,Business,10.83,62045
237408,Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Business,11.67,62045
237409,Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Business,11.67,62045
237410,Vistara,UK-994,Mumbai,Morning,one,Night,Kolkata,Business,12.33,62045
237411,Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Business,12.67,62045
237412,Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Business,16.83,62045
237413,Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.83,62045
237414,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.92,62045
237415,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Business,18.92,62045
237416,Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Business,20.17,62045
237417,Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Business,21.17,62045
237418,Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Business,22.67,62045
237419,Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Business,9.33,64285
237420,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,Business,10.58,64285
237421,Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Business,10.83,64285
237422,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,Premium,12.08,64285
237423,Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Business,12.83,64285
237424,Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Business,13.83,64285
237425,Vistara,UK-970,Mumbai,Morning,one,Night,Kolkata,Business,14.0,64285
237426,Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Business,14.08,64285
237427,Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Business,15.08,64285
