airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
AirAsia,I5-330,Mumbai,Night,one,Early_Morning,Kolkata,Economy,8.25,27,2836
AirAsia,I5-423,Mumbai,Afternoon,two_or_more,Late_Night,Kolkata,Economy,10.67,27,2836
AirAsia,I5-1569,Mumbai,Night,one,Morning,Kolkata,Economy,11.67,27,2836
AirAsia,I5-767,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.17,27,2836
AirAsia,I5-942,Mumbai,Afternoon,two_or_more,Late_Night,Kolkata,Economy,12.5,27,2836
AirAsia,I5-336,Mumbai,Night,one,Morning,Kolkata,Economy,12.83,27,2836
AirAsia,I5-767,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.83,27,2836
Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,27,3177
Air_India,AI-619,Mumbai,Night,one,Morning,Kolkata,Economy,11.83,27,3623
Air_India,AI-774,Mumbai,Night,zero,Night,Kolkata,Economy,2.75,27,3707
Indigo,6E-5302,Mumbai,Morning,one,Afternoon,Kolkata,Economy,4.58,27,4132
Vistara,UK-773,Mumbai,Evening,zero,Evening,Kolkata,Economy,2.58,27,4499
Vistara,UK-775,Mumbai,Afternoon,zero,Evening,Kolkata,Economy,2.83,27,4499
SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,27,4715
SpiceJet,SG-467,Mumbai,Evening,zero,Night,Kolkata,Economy,2.75,27,4715
Vistara,UK-771,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,27,4762
Indigo,6E-6088,Mumbai,Night,zero,Night,Kolkata,Economy,2.42,27,4499
Indigo,6E-6086,Mumbai,Late_Night,zero,Late_Night,Kolkata,Economy,2.5,27,4499
GO_FIRST,G8-511,Mumbai,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.5,27,4499
GO_FIRST,G8-7561,Mumbai,Afternoon,zero,Evening,Kolkata,Economy,2.5,27,4499
Indigo,6E-395,Mumbai,Evening,zero,Night,Kolkata,Economy,2.5,27,4499
Indigo,6E-5343,Mumbai,Night,zero,Late_Night,Kolkata,Economy,2.5,27,4499
Indigo,6E-6014,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.58,27,4499
GO_FIRST,G8-520,Mumbai,Night,zero,Night,Kolkata,Economy,2.58,27,4499
Indigo,6E-6749,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,27,4499
Indigo,6E-6326,Mumbai,Afternoon,zero,Afternoon,Kolkata,Economy,2.67,27,4499
Indigo,6E-5338,Mumbai,Morning,one,Afternoon,Kolkata,Economy,5.92,27,4519
Indigo,6E-5236,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,6.5,27,4519
Indigo,6E-5338,Mumbai,Morning,one,Afternoon,Kolkata,Economy,7.33,27,4519
Indigo,6E-5316,Mumbai,Late_Night,one,Morning,Kolkata,Economy,8,27,4519
Air_India,AI-809,Mumbai,Morning,one,Evening,Kolkata,Economy,9.17,27,4556
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.17,27,4556
Air_India,AI-867,Mumbai,Night,one,Morning,Kolkata,Economy,11.5,27,4556
Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.08,27,4556
Air_India,AI-888,Mumbai,Evening,one,Morning,Kolkata,Economy,14,27,4556
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,27,4556
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Kolkata,Economy,17,27,4556
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Kolkata,Economy,17.42,27,4556
Air_India,AI-867,Mumbai,Night,one,Evening,Kolkata,Economy,21.67,27,4556
Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,23,27,4556
Air_India,AI-888,Mumbai,Evening,one,Evening,Kolkata,Economy,24.17,27,4556
Air_India,AI-660,Mumbai,Evening,one,Evening,Kolkata,Economy,25.17,27,4556
Air_India,AI-442,Mumbai,Afternoon,one,Evening,Kolkata,Economy,27.58,27,4556
Indigo,6E-6223,Mumbai,Afternoon,one,Night,Kolkata,Economy,4.42,27,4772
GO_FIRST,G8-383,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.75,27,4961
GO_FIRST,G8-7545,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.83,27,4961
GO_FIRST,G8-317,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,10.42,27,4961
Air_India,AI-687,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.33,27,4977
Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,Economy,12.33,27,4977
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Kolkata,Economy,14.33,27,4977
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.25,27,4977
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,17,27,4977
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Economy,19.5,27,4977
Air_India,AI-660,Mumbai,Evening,one,Afternoon,Kolkata,Economy,20.5,27,4977
Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Economy,22.92,27,4977
GO_FIRST,G8-390,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.83,27,5006
GO_FIRST,G8-390,Mumbai,Early_Morning,one,Night,Kolkata,Economy,16.42,27,5006
GO_FIRST,G8-2605,Mumbai,Evening,one,Morning,Kolkata,Economy,16.67,27,5006
Indigo,6.00E-236,Mumbai,Evening,one,Night,Kolkata,Economy,5.58,27,5012
Indigo,6E-5366,Mumbai,Morning,one,Afternoon,Kolkata,Economy,6.33,27,5012
Indigo,6.00E-219,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.33,27,5012
Indigo,6.00E-236,Mumbai,Evening,one,Night,Kolkata,Economy,6.58,27,5012
Indigo,6E-6463,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.5,27,5012
Air_India,AI-639,Mumbai,Morning,one,Evening,Kolkata,Economy,8.08,27,5274
SpiceJet,SG-8710,Mumbai,Night,one,Morning,Kolkata,Economy,11.33,27,5289
SpiceJet,SG-8702,Mumbai,Morning,one,Night,Kolkata,Economy,12.75,27,5289
SpiceJet,SG-8158,Mumbai,Evening,one,Morning,Kolkata,Economy,13.67,27,5289
SpiceJet,SG-8152,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.67,27,5289
SpiceJet,SG-8702,Mumbai,Morning,one,Morning,Kolkata,Economy,22.83,27,5289
SpiceJet,SG-8710,Mumbai,Night,one,Night,Kolkata,Economy,25.25,27,5289
SpiceJet,SG-8152,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,25.75,27,5289
SpiceJet,SG-8158,Mumbai,Evening,one,Night,Kolkata,Economy,27.58,27,5289
SpiceJet,SG-923,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.58,27,5333
GO_FIRST,G8-7545,Mumbai,Afternoon,one,Evening,Kolkata,Economy,5.5,27,5415
GO_FIRST,G8-317,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.92,27,5415
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Kolkata,Economy,6.5,27,5579
Indigo,6E-5209,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.08,27,5579
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Economy,5.67,27,5949
Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Economy,6.17,27,5949
Vistara,UK-902,Mumbai,Afternoon,one,Night,Kolkata,Economy,7,27,5949
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Economy,7.17,27,5949
Vistara,UK-994,Mumbai,Morning,one,Evening,Kolkata,Economy,7.67,27,5949
Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Economy,7.67,27,5949
Vistara,UK-944,Mumbai,Afternoon,one,Night,Kolkata,Economy,8.08,27,5949
Vistara,UK-994,Mumbai,Morning,one,Evening,Kolkata,Economy,9.17,27,5949
Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Economy,9.33,27,5949
Vistara,UK-986,Mumbai,Night,one,Morning,Kolkata,Economy,9.83,27,5949
Vistara,UK-958,Mumbai,Afternoon,one,Night,Kolkata,Economy,10.33,27,5949
Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Economy,10.67,27,5949
Vistara,UK-970,Mumbai,Morning,one,Evening,Kolkata,Economy,10.83,27,5949
Vistara,UK-960,Mumbai,Morning,one,Night,Kolkata,Economy,10.83,27,5949
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.58,27,5949
Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Economy,11.67,27,5949
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.08,27,5949
Vistara,UK-994,Mumbai,Morning,one,Night,Kolkata,Economy,12.33,27,5949
Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Economy,12.83,27,5949
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,13.08,27,5949
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,13.58,27,5949
Vistara,UK-970,Mumbai,Morning,one,Night,Kolkata,Economy,14,27,5949
Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Economy,14.08,27,5949
Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Economy,17.92,27,5949
Vistara,UK-986,Mumbai,Night,one,Evening,Kolkata,Economy,19.33,27,5949
Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Economy,20.17,27,5949
Vistara,UK-986,Mumbai,Night,one,Evening,Kolkata,Economy,20.83,27,5949
Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Economy,21.17,27,5949
Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Economy,21.67,27,5949
Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Economy,22.33,27,5949
Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Economy,22.67,27,5949
