,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
43853,Air_India,AI-675,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,6,15183
43854,Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,7.67,6,15183
43855,Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Economy,28,6,15183
43856,Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,Economy,8.75,6,15603
43857,Indigo,6E-5384,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,6,15269
43858,Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,Economy,7.17,6,15708
43859,Vistara,UK-771,Mumbai,Early_Morning,one,Evening,Delhi,Economy,10.75,6,15918
43860,Vistara,UK-613,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.5,6,16023
43861,AirAsia,I5-767,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,6,15708
43862,Air_India,AI-643,Mumbai,Afternoon,one,Evening,Delhi,Economy,26.17,6,15813
43863,Air_India,AI-667,Mumbai,Evening,one,Late_Night,Delhi,Economy,7.17,6,16233
43864,Vistara,UK-821,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.17,6,16653
43865,Vistara,UK-825,Mumbai,Morning,one,Evening,Delhi,Economy,10.17,6,17598
43866,Air_India,AI-645,Mumbai,Morning,one,Evening,Delhi,Economy,6.92,6,19111
43867,Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Economy,14.17,6,23583
43868,Vistara,UK-841,Mumbai,Morning,one,Evening,Delhi,Economy,5.67,6,29936
43869,SpiceJet,SG-8710,Mumbai,Night,zero,Night,Delhi,Economy,2,7,5943
43870,SpiceJet,SG-1092,Mumbai,Night,zero,Night,Delhi,Economy,2.17,7,5943
43871,SpiceJet,SG-8702,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.42,7,5943
43872,SpiceJet,SG-1062,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,7,5943
43873,SpiceJet,SG-8158,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,7,5943
43874,Vistara,UK-954,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,7,5943
43875,Vistara,UK-958,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.08,7,5943
43876,Vistara,UK-988,Mumbai,Night,zero,Night,Delhi,Economy,2.08,7,5943
43877,Vistara,UK-930,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,7,5943
43878,Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,7,5943
43879,Vistara,UK-910,Mumbai,Evening,zero,Evening,Delhi,Economy,2.17,7,5943
43880,Vistara,UK-986,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,7,5943
43881,Vistara,UK-944,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.25,7,5943
43882,Vistara,UK-950,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,7,5943
43883,Vistara,UK-902,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.33,7,5943
43884,GO_FIRST,G8-329,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,7,5942
43885,GO_FIRST,G8-339,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,7,5942
43886,GO_FIRST,G8-319,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,7,5942
43887,GO_FIRST,G8-322,Mumbai,Night,zero,Night,Delhi,Economy,2.25,7,5942
43888,Indigo,6E-574,Mumbai,Evening,zero,Night,Delhi,Economy,1.83,7,5943
43889,Indigo,6E-416,Mumbai,Evening,zero,Evening,Delhi,Economy,2.08,7,5943
43890,Indigo,6E-6004,Mumbai,Evening,zero,Night,Delhi,Economy,2.08,7,5943
43891,Indigo,6E-2518,Mumbai,Night,zero,Night,Delhi,Economy,2.08,7,5943
43892,Indigo,6E-2172,Mumbai,Morning,zero,Morning,Delhi,Economy,2.17,7,5943
43893,SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,7,5943
43894,Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,7,5943
43895,Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,7,5943
43896,Air_India,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,7,5943
43897,Air_India,AI-687,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.25,7,5943
43898,Air_India,AI-888,Mumbai,Evening,zero,Night,Delhi,Economy,2.25,7,5943
43899,Air_India,AI-867,Mumbai,Night,zero,Night,Delhi,Economy,2.25,7,5943
43900,Air_India,AI-660,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,7,5943
43901,Indigo,6.00E-296,Mumbai,Night,one,Late_Night,Delhi,Economy,4.08,7,5939
43902,AirAsia,I5-620,Mumbai,Early_Morning,one,Morning,Delhi,Economy,6.17,7,5939
43903,AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,7,5939
43904,Indigo,6E-6182,Mumbai,Early_Morning,one,Evening,Delhi,Economy,9.42,7,5939
43905,GO_FIRST,G8-387,Mumbai,Evening,one,Night,Delhi,Economy,5.58,7,5942
43906,GO_FIRST,G8-287,Mumbai,Morning,two_or_more,Evening,Delhi,Economy,6.92,7,5942
43907,GO_FIRST,G8-2502,Mumbai,Afternoon,two_or_more,Night,Delhi,Economy,7.42,7,5942
43908,GO_FIRST,G8-287,Mumbai,Morning,two_or_more,Evening,Delhi,Economy,7.67,7,5942
43909,GO_FIRST,G8-287,Mumbai,Morning,two_or_more,Evening,Delhi,Economy,9.33,7,5942
43910,GO_FIRST,G8-287,Mumbai,Morning,two_or_more,Night,Delhi,Economy,9.67,7,5942
43911,GO_FIRST,G8-383,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.25,7,5942
43912,GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Delhi,Economy,11.33,7,5942
43913,GO_FIRST,G8-381,Mumbai,Morning,two_or_more,Night,Delhi,Economy,11.5,7,5942
43914,GO_FIRST,G8-520,Mumbai,Night,one,Morning,Delhi,Economy,11.5,7,5942
