Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,price
282429,Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Business,10.75,38099
282430,Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Business,11.25,38099
282431,Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,Business,12.42,38099
282432,Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Business,13.17,38099
282433,Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,Business,14.33,38099
282434,Vistara,UK-878,Hyderabad,Afternoon,one,Early_Morning,Bangalore,Business,18.92,38099
282435,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,Business,19.92,38099
282436,Vistara,UK-876,Hyderabad,Night,one,Evening,Bangalore,Business,20.17,38099
282437,Vistara,UK-876,Hyderabad,Night,one,Evening,Bangalore,Business,21.67,38099
282438,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,Business,21.83,38099
282439,Vistara,UK-874,Hyderabad,Morning,one,Early_Morning,Bangalore,Business,23.33,38099
282440,Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Business,23.33,38099
282441,Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Business,24.33,38099
282442,Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Business,25.25,38099
282443,Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Premium,26.25,38099
282444,Air_India,AI-616,Hyderabad,Morning,one,Evening,Bangalore,Business,10.08,38043
282445,Air_India,AI-698,Hyderabad,Night,one,Morning,Bangalore,Business,12.92,38043
282446,Air_India,AI-698,Hyderabad,Night,one,Evening,Bangalore,Business,20.25,38043
282447,Air_India,AI-616,Hyderabad,Morning,one,Morning,Bangalore,Business,26.75,38043
282448,Air_India,AI-525,Hyderabad,Early_Morning,one,Late_Night,Bangalore,Business,19.83,44546
282449,Vistara,UK-890,Hyderabad,Evening,one,Night,Bangalore,Business,5.67,56702
282450,Vistara,UK-830,Hyderabad,Morning,one,Evening,Bangalore,Business,6.67,56702
282451,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Business,7.0,56702
282452,Vistara,UK-830,Hyderabad,Morning,one,Evening,Bangalore,Business,8.5,56702
282453,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Business,9.25,56702
282454,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Business,9.92,56702
282455,Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Premium,10.08,56702
