Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,price
141235,Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Economy,17.17,6195
141236,Vistara,UK-774,Kolkata,Night,one,Evening,Bangalore,Economy,21.17,6195
141237,Vistara,UK-772,Kolkata,Morning,one,Early_Morning,Bangalore,Economy,21.42,6195
141238,Vistara,UK-772,Paris,Morning,one,Morning,Bangalore,Economy,22.42,6195
141239,Vistara,UK-774,Kolkata,Night,one,Evening,Bangalore,Economy,22.67,6195
141240,Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,Economy,24.17,6195
141241,AirFrance,UK-772,Kolkata,Morning,one,Morning,Bangalore,Economy,24.33,6195
141242,Vistara,UK-774,Kolkata,Night,one,Night,Bangalore,Economy,24.33,6195
141243,Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,Economy,25.67,6195
141244,Vistara,UK-774,Kolkata,Night,one,Night,Bangalore,Economy,26.25,6195
141245,Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Economy,27.33,6195
141246,SpiceJet,SG-3839,Kolkata,Evening,one,Night,Bangalore,Economy,27.17,6337
141247,Indigo,6E-6021,Kolkata,Afternoon,one,Evening,Bangalore,Economy,5.67,6028
141248,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Bangalore,Economy,6.83,6028
141249,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.92,6028
141250,GO_FIRST,G8-519,Kolkata,Evening,one,Late_Night,Bangalore,12345,7.08,6109
141251,GO_FIRST,G8-7562,Kolkata,Afternoon,one,Evening,Bangalore,Economy,7.17,6109
141252,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,9.25,6109
141253,GO_FIRST,G8-7562,Kolkata,Afternoon,one,Night,Bangalore,Economy,10.25,6109
141254,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,11.25,6109
141255,GO_FIRST,G8-7562,Kolkata,Afternoon,one,Late_Night,Bangalore,Economy,12.08,6109
141256,GO_FIRST,G8-519,Kolkata,Evening,one,Early_Morning,Bangalore,Economy,14.17,6109
141257,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,14.75,6109
141258,Indigo,6E-7177,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,9.17,6284
141259,Indigo,6E-966,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,10.67,6284
141260,Indigo,6E-7713,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,12.17,6284
141261,SpiceJet,SG-274,Kolkata,Afternoon,one,Evening,Bangalore,Economy,25.58,6820
141262,Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Bangalore,Economy,9.25,6968
141263,Air_India,AI-770,Kolkata,Night,one,Morning,Bangalore,Economy,12.42,6633
141264,Air_India,AI-424,Kolkata,Afternoon,one,Morning,Bangalore,Economy,19.42,6633
141265,Air_India,AI-770,Kolkata,Night,one,Evening,Bangalore,Economy,19.75,6633
141266,Air_India,AI-424,Kolkata,Afternoon,one,Evening,Bangalore,Economy,26.75,6633
141267,GO_FIRST,G8-704,Kolkata,Evening,one,Night,Bangalore,Economy,6.98,6714
141268,GO_FIRST,G8-393,Kolkata,Night,one,Afternoon,Bangalore,Economy,15.0,6819
141269,Indigo,6E-6021,Kolkata,Afternoon,one,Late_Night,Bangalore,Economy,11.17,6888
141270,GO_FIRST,G8-537,Kolkata,Evening,one,Night,Bangalore,Economy,7.25,7031
141271,Air_India,AI-770,Kolkata,Night,one,Afternoon,Bangalore,Economy,16.0,7053
141272,Air_India,AI-424,Kolkata,Afternoon,one,Afternoon,Bangalore,Economy,23.0,7053
141273,Air_India,AI-770,Kolkata,Night,one,Night,Bangalore,Economy,23.58,7053
141274,Air_India,AI-424,Kolkata,Afternoon,one,Night,Bangalore,Economy,30.58,7053
141275,Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,9.25,7054
141276,Air_India,AI-402,Kolkata,Morning,one,Morning,Bangalore,Economy,22.5,7054
141277,Air_India,AI-763,Kolkata,Early_Morning,one,Morning,Bangalore,Economy,25.92,7054
141278,Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Bangalore,Economy,9.0,7763
141279,Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.58,7763
141280,Air_India,AI-402,Kolkata,Morning,one,Night,Bangalore,Economy,9.67,7474
141281,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Bangalore,Economy,13.08,7474
141282,Air_India,AI-402,Kolkata,Morning,one,Late_Night,Bangalore,Economy,13.75,7474
141283,Air_India,AI-763,Kolkata,Early_Morning,one,Late_Night,Bangalore,Economy,17.17,7474
141284,Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Bangalore,Economy,6.75,8111
141285,Vistara,UK-778,Kolkata,Afternoon,one,Night,Bangalore,Economy,7.33,8111
141286,Vistara,UK-778,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.0,8111
141287,Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Bangalore,Economy,8.58,8111
141288,Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Evening,Bangalore,Economy,9.83,8111
141289,Vistara,UK-706,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,10.17,not available
141290,Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Evening,Bangalore,Economy,11.67,8111
141291,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Economy,12.25,8111
141292,Vistara,UK-706,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,12.42,8111
141293,Vistara,UK-706,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,13.08,8111
141294,Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,13.25,8111
141295,Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Economy,13.92,8111
141296,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Economy,14.42,8111
141297,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Economy,15.42,8111
141298,Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,15.5,8111
141299,Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Economy,16.08,8111
141300,Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,16.17,8111
141301,Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Economy,17.08,9999999
141302,Vistara,UK-778,Kolkata,Afternoon,one,Morning,Bangalore,Economy,17.33,8111
141303,Vistara,UK-708,Kolkata,Night,one,Evening,Bangalore,Economy,20.58,8111
141304,Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Economy,22.25,8111
141305,Vistara,UK-708,Kolkata,Night,one,Evening,Bangalore,Economy,22.42,8111
141306,Vistara,UK-708,Kolkata,Night,one,Night,Bangalore,Economy,24.0,8111
141307,Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Economy,24.08,0
141308,Vistara,UK-738,Kolkata,Evening,one,Night,Bangalore,Economy,25.67,8111
141309,GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Bangalore,Economy,7.08,7979
141310,GO_FIRST,G8-227,Kolkata,Early_Morning,one,Night,Bangalore,Economy,15.42,7979
141311,SpiceJet,SG-3281,Kolkata,Afternoon,one,Morning,Bangalore,Economy,20.25,9007
