,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
2323,GO_FIRST,G8-7534,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.08,14,5954
2324,GO_FIRST,G8-7535,Delhi,Evening,zero,Evening,Mumbai,Economy,2.08,14,5954
2325,GO_FIRST,G8-530,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,14,5954
2326,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,14,5954
2327,GO_FIRST,G8-2501,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,14,5954
2328,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,14,5954
2329,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,14,5954
2330,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,14,5954
2331,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,14,5954
2332,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,14,5954
2333,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,14,5954
2334,Indigo,6.00E-171,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,14,5955
2335,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,14,5955
2336,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,14,5955
2337,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,14,5955
2338,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,14,5955
2339,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,14,5955
2340,Indigo,6E-6261,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,14,5955
2341,Indigo,6.00E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,14,5955
2342,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,14,5955
2343,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,14,5955
2344,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,14,5955
2345,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,14,5955
2346,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,14,5955
2347,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,14,5955
2348,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,14,5955
2349,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,14,5955
2350,AirAsia,I5-747,Delhi,Evening,one,Late_Night,Mumbai,Economy,5.58,14,5949
2351,AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,14,5949
2352,AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,14,5949
