,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
253253,Air_India,AI-573,Bangalore,Afternoon,one,Evening,Kolkata,Business,4.75,9,25000
253254,Air_India,AI-507,Bangalore,Early_Morning,one,Morning,Kolkata,Business,25.58,9,31432
253255,Air_India,AI-573,Bangalore,Afternoon,one,Afternoon,Kolkata,Business,23.33,9,36763
253256,Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Business,7.33,9,51817
253257,Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Business,8.33,9,51817
253258,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Business,10.17,9,51817
253259,Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Business,10.42,9,51817
253260,Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Business,11.42,9,51817
253261,Vistara,UK-866,Bangalore,Night,one,Morning,Kolkata,Business,12,9,51817
253262,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Business,13.25,9,51817
253263,Vistara,UK-850,Bangalore,Evening,one,Morning,Kolkata,Business,13.75,9,51817
253264,Vistara,UK-864,Bangalore,Evening,one,Morning,Kolkata,Business,14.67,9,51817
253265,Vistara,UK-854,Bangalore,Evening,one,Morning,Kolkata,Business,15.25,9,51817
253266,Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,Business,19.17,9,51817
253267,Vistara,UK-850,Bangalore,Evening,one,Evening,Kolkata,Business,20.92,9,51817
253268,Vistara,UK-864,Bangalore,Evening,one,Evening,Kolkata,Business,21.83,9,51817
253269,Vistara,UK-854,Bangalore,Evening,one,Evening,Kolkata,Business,22.42,9,51817
253270,Vistara,UK-852,Bangalore,Morning,one,Morning,Kolkata,Business,24.17,9,51817
253271,Vistara,UK-846,Bangalore,Morning,one,Morning,Kolkata,Business,25.17,9,51817
253272,Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Kolkata,Business,27,9,51817
253273,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Kolkata,Business,16.92,9,51817
253274,Air_India,AI-640,Bangalore,Early_Morning,one,Afternoon,Kolkata,Business,29.42,9,51817
253275,Vistara,UK-816,Bangalore,Morning,one,Night,Kolkata,Business,11.25,9,60508
253276,Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,Business,12.42,9,60508
253277,Vistara,UK-812,Bangalore,Morning,one,Night,Kolkata,Business,13,9,60508
253278,Vistara,UK-818,Bangalore,Evening,one,Morning,Kolkata,Business,13.92,9,60508
253279,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Kolkata,Business,14.75,9,60508
253280,Vistara,UK-802,Bangalore,Evening,one,Morning,Kolkata,Business,14.75,9,60508
