Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,price
192309,AirAsia,I5-821,Chennai,Night,one,Early_Morning,Mumbai,Economy,8.67,1830
192310,AirAsia,I5-5205,Chennai,Afternoon,one,Late_Night,Mumbai,Economy,9.08,1830
192311,AirAsia,I5-1531,Chennai,Night,one,Early_Morning,Mumbai,Economy,9.25,1830
192312,Vistara,UK-822,Chennai,Morning,zero,Morning,Mumbai,Economy,1.92,2960
192313,Vistara,UK-828,Chennai,Early_Morning,zero,Morning,Mumbai,Economy,2.0,2960
192314,Vistara,UK-826,Chennai,Afternoon,zero,Afternoon,Mumbai,Economy,2.0,2960
192315,Indigo,6E-847,Chennai,Evening,one,Late_Night,Mumbai,Economy,8.08,2646
192316,Air_India,AI-672,Chennai,Afternoon,zero,Evening,Mumbai,Economy,2.17,2828
192317,Indigo,6E-6217,Chennai,Night,one,Early_Morning,Mumbai,Economy,7.08,2840
192318,Indigo,6.00E-156,Chennai,Night,one,Early_Morning,Mumbai,Economy,8.67,2840
192319,Indigo,6E-6217,Chennai,Night,one,Early_Morning,Mumbai,Economy,9.0,2840
192320,Indigo,6E-5331,Chennai,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.83,3000
192321,GO_FIRST,G8-302,Chennai,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.83,3000
192322,SpiceJet,SG-678,Chennai,Early_Morning,zero,Morning,Mumbai,Economy,1.92,3000
192323,GO_FIRST,G8-304,Chennai,Afternoon,zero,Afternoon,Mumbai,Economy,1.92,3000
192324,SpiceJet,SG-612,Chennai,Night,zero,Night,Mumbai,Economy,2.0,3000
192325,Indigo,6E-5325,Chennai,Evening,zero,Night,Mumbai,Economy,2.25,3000
192326,Indigo,6E-6113,Chennai,Afternoon,one,Evening,Mumbai,Economy,4.08,3247
192327,Indigo,6E-847,Chennai,Evening,one,Night,Mumbai,Economy,5.08,3247
192328,Indigo,6E-6137,Chennai,Morning,one,Afternoon,Mumbai,Economy,5.5,3247
192329,Indigo,6E-605,Chennai,Afternoon,one,Evening,Mumbai,Economy,5.5,3247
192330,Indigo,6E-847,Chennai,Evening,one,Night,Mumbai,Economy,6.75,3247
192331,Indigo,6E-6113,Chennai,Afternoon,one,Night,Mumbai,Economy,7.08,3247
192332,Indigo,6E-605,Chennai,Afternoon,one,Night,Mumbai,Economy,8.5,3247
192333,Indigo,6E-6113,Chennai,Afternoon,one,Night,Mumbai,Economy,8.75,3247
192334,Air_India,AI-9894,Chennai,Morning,one,Night,Mumbai,Economy,15.42,3258
192335,Indigo,6E-6111,Chennai,Morning,zero,Morning,Mumbai,Economy,1.92,3572
192336,Indigo,6E-929,Chennai,Afternoon,zero,Afternoon,Mumbai,Economy,1.92,3572
192337,Indigo,6E-5394,Chennai,Early_Morning,zero,Morning,Mumbai,Economy,2.0,3572
192338,Indigo,6E-495,Chennai,Early_Morning,one,Afternoon,Mumbai,Economy,5.67,3580
192339,Indigo,6E-6113,Chennai,Afternoon,one,Evening,Mumbai,Economy,5.33,3877
192340,Indigo,6E-605,Chennai,Afternoon,one,Evening,Mumbai,Economy,6.75,3877
192341,Indigo,6E-6215,Chennai,Evening,one,Night,Mumbai,Economy,4.92,4027
192342,Indigo,6.00E-126,Chennai,Evening,zero,Evening,Mumbai,Economy,1.92,4097
192343,Indigo,6E-5347,Chennai,Night,zero,Late_Night,Mumbai,Economy,2.08,4097
192344,AirAsia,I5-1228,Chennai,Morning,one,Night,Mumbai,Economy,13.33,4137
