,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
78153,Air_India,AI-888,Mumbai,Evening,one,Night,Chennai,Economy,28.58,8,9201
78154,Indigo,6E-5398,Mumbai,Morning,one,Afternoon,Chennai,Economy,6,8,9361
78155,Indigo,6E-5398,Mumbai,Morning,one,Evening,Chennai,Economy,8,8,9361
78156,Indigo,6E-5217,Mumbai,Evening,one,Night,Chennai,Economy,3.75,8,9671
78157,Indigo,6E-354,Mumbai,Afternoon,one,Night,Chennai,Economy,7.33,8,9671
78158,Indigo,6E-5214,Mumbai,Morning,one,Evening,Chennai,Economy,5.08,8,9881
78159,Indigo,6E-5312,Mumbai,Morning,one,Night,Chennai,Economy,9.33,8,9986
78160,Indigo,6E-6463,Mumbai,Early_Morning,one,Morning,Chennai,Economy,5.08,8,10091
78161,Indigo,6E-6463,Mumbai,Early_Morning,one,Afternoon,Chennai,Economy,9,8,10091
78162,Air_India,AI-442,Mumbai,Afternoon,one,Night,Chennai,Economy,8,8,10703
78163,Indigo,6E-6051,Mumbai,Evening,one,Night,Chennai,Economy,5.08,8,10721
78164,Vistara,UK-970,Mumbai,Morning,one,Evening,Chennai,Economy,7.58,8,11129
78165,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Chennai,Economy,8.83,8,11129
78166,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Chennai,Economy,9.83,8,11129
78167,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Chennai,Economy,10.33,8,11129
78168,Vistara,UK-986,Mumbai,Night,one,Morning,Chennai,Economy,11.17,8,11129
78169,Vistara,UK-950,Mumbai,Night,one,Morning,Chennai,Economy,12,8,11129
78170,Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,Economy,13,8,11129
78171,Vistara,UK-940,Mumbai,Evening,one,Morning,Chennai,Economy,14.17,8,11129
78172,Vistara,UK-910,Mumbai,Evening,one,Morning,Chennai,Economy,16.33,8,11129
78173,Vistara,UK-902,Mumbai,Afternoon,one,Morning,Chennai,Economy,18.17,8,11129
78174,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Chennai,Economy,19.25,8,11129
78175,Vistara,UK-958,Mumbai,Afternoon,one,Morning,Chennai,Economy,21.5,8,11129
78176,Vistara,UK-960,Mumbai,Morning,one,Morning,Chennai,Economy,22,8,11129
78177,Vistara,UK-986,Mumbai,Night,one,Night,Chennai,Economy,24,8,11129
78178,Vistara,UK-950,Mumbai,Night,one,Night,Chennai,Economy,24.83,8,11129
78179,Vistara,UK-994,Mumbai,Morning,one,Evening,Chennai,Economy,5.92,8,11307
78180,Vistara,UK-994,Mumbai,Morning,one,Morning,Chennai,Economy,23.5,8,11307
78181,AirAsia,I5-941,Mumbai,Early_Morning,one,Afternoon,Chennai,Economy,7.5,8,11129
78182,Indigo,6E-5317,Mumbai,Afternoon,one,Night,Chennai,Economy,9.42,8,11351
78183,Air_India,AI-660,Mumbai,Evening,two_or_more,Early_Morning,Chennai,Economy,14,8,11469
78184,Air_India,AI-687,Mumbai,Afternoon,one,Early_Morning,Chennai,Economy,16,8,11469
78185,Air_India,AI-809,Mumbai,Morning,one,Early_Morning,Chennai,Economy,22,8,11469
78186,Air_India,AI-806,Mumbai,Early_Morning,one,Early_Morning,Chennai,Economy,24,8,11469
78187,Air_India,AI-635,Mumbai,Early_Morning,one,Early_Morning,Chennai,Economy,24.92,8,11469
78188,Air_India,AI-864,Mumbai,Early_Morning,one,Early_Morning,Chennai,Economy,25,8,11469
78189,Vistara,UK-902,Mumbai,Afternoon,one,Night,Chennai,Economy,7,8,11843
78190,Vistara,UK-944,Mumbai,Afternoon,one,Night,Chennai,Economy,8.08,8,11843
78191,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,Economy,10.33,8,11843
78192,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Economy,10.83,8,11843
78193,Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Economy,12.33,8,11843
78194,Vistara,UK-970,Mumbai,Morning,one,Night,Chennai,Economy,14,8,11843
78195,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Chennai,Economy,15.25,8,11843
78196,Vistara,UK-928,Mumbai,Early_Morning,one,Night,Chennai,Economy,16.25,8,11843
78197,Vistara,UK-910,Mumbai,Evening,one,Night,Chennai,Economy,26.67,8,11843
78198,Air_India,AI-867,Mumbai,Night,one,Afternoon,Chennai,Economy,15.17,8,11627
78199,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Chennai,Economy,17.67,8,11627
78200,Air_India,AI-660,Mumbai,Evening,two_or_more,Afternoon,Chennai,Economy,18.67,8,11627
78201,Air_India,AI-687,Mumbai,Afternoon,one,Afternoon,Chennai,Economy,20.67,8,11627
78202,Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Chennai,Economy,21.08,8,11627
78203,Air_India,AI-809,Mumbai,Morning,one,Afternoon,Chennai,Economy,26.67,8,11627
78204,Air_India,AI-806,Mumbai,Early_Morning,one,Afternoon,Chennai,Economy,28.67,8,11627
78205,Air_India,AI-635,Mumbai,Early_Morning,one,Afternoon,Chennai,Economy,29.58,8,11627
78206,Vistara,UK-910,Mumbai,Evening,one,Evening,Chennai,Economy,22.75,8,12468
78207,Vistara,UK-996,Mumbai,Evening,one,Night,Chennai,Economy,25.75,8,12468
78208,Air_India,AI-442,Mumbai,Afternoon,one,Early_Morning,Chennai,Economy,16.42,8,12393
78209,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,Economy,7.83,8,14074
78210,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Economy,8.33,8,14074
78211,Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,Economy,9.83,8,14074
78212,Vistara,UK-970,Mumbai,Morning,one,Night,Chennai,Economy,11.5,8,14074
78213,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Chennai,Economy,12.75,8,14074
78214,Vistara,UK-928,Mumbai,Early_Morning,one,Night,Chennai,Economy,13.75,8,14074
78215,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Chennai,Economy,14.25,8,14074
78216,Air_India,AI-774,Mumbai,Night,one,Night,Chennai,Economy,24.42,8,13818
78217,Air_India,AI-867,Mumbai,Night,one,Morning,Chennai,Economy,11.42,8,13937
78218,Air_India,AI-888,Mumbai,Evening,one,Morning,Chennai,Economy,13.92,8,13937
78219,Air_India,AI-660,Mumbai,Evening,two_or_more,Morning,Chennai,Economy,14.92,8,13937
78220,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Chennai,Economy,16.92,8,13937
78221,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Chennai,Economy,17.33,8,13937
78222,Air_India,AI-809,Mumbai,Morning,one,Morning,Chennai,Economy,22.92,8,13937
78223,Air_India,AI-806,Mumbai,Early_Morning,one,Morning,Chennai,Economy,24.92,8,13937
78224,Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Chennai,Economy,11.75,8,14343
78225,Air_India,AI-675,Mumbai,Early_Morning,one,Evening,Chennai,Economy,13.5,8,14343
78226,Vistara,UK-877,Mumbai,Morning,two_or_more,Morning,Chennai,Economy,23.17,8,15014
78227,Vistara,UK-873,Mumbai,Early_Morning,two_or_more,Evening,Chennai,Economy,10,8,15728
78228,Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Chennai,Economy,12,8,15728
78229,Air_India,AI-637,Mumbai,Evening,two_or_more,Afternoon,Chennai,Economy,18.08,8,15512
78230,Indigo,6E-6809,Mumbai,Evening,one,Night,Chennai,Economy,4.75,8,16548
78231,Indigo,6E-711,Mumbai,Afternoon,one,Night,Chennai,Economy,7.58,8,16548
78232,Vistara,UK-851,Mumbai,Early_Morning,two_or_more,Evening,Chennai,Economy,9.33,8,17103
78233,Vistara,UK-845,Mumbai,Early_Morning,two_or_more,Evening,Chennai,Economy,10.33,8,17103
78234,Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Chennai,Economy,9.5,8,17959
78235,Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Chennai,Economy,10.58,8,18166
78236,Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Chennai,Economy,8.08,8,19636
78237,Vistara,UK-863,Mumbai,Morning,two_or_more,Night,Chennai,Economy,11.17,8,20316
78238,Air_India,AI-867,Mumbai,Night,one,Evening,Chennai,Economy,21.5,8,20433
78239,Air_India,AI-888,Mumbai,Evening,one,Evening,Chennai,Economy,24,8,20433
78240,Air_India,AI-660,Mumbai,Evening,two_or_more,Evening,Chennai,Economy,25,8,20433
78241,Vistara,UK-613,Mumbai,Afternoon,two_or_more,Night,Chennai,Economy,10.5,8,21786
78242,Vistara,UK-827,Mumbai,Night,zero,Night,Chennai,Economy,2.08,9,5943
78243,SpiceJet,SG-5019,Mumbai,Evening,zero,Night,Chennai,Economy,1.83,9,5942
78244,SpiceJet,SG-251,Mumbai,Evening,zero,Night,Chennai,Economy,1.83,9,5942
78245,SpiceJet,SG-6003,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Economy,2,9,5942
78246,SpiceJet,SG-611,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Economy,2,9,5942
78247,Indigo,6E-5368,Mumbai,Night,zero,Night,Chennai,Economy,1.83,9,5943
78248,Indigo,6.00E-136,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Economy,1.92,9,5943
78249,Air_India,AI-570,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Economy,2,9,5943
78250,AirAsia,I5-942,Mumbai,Afternoon,one,Evening,Chennai,Economy,4.33,9,5939
78251,AirAsia,I5-1569,Mumbai,Night,one,Early_Morning,Chennai,Economy,10.25,9,5939
78252,AirAsia,I5-1569,Mumbai,Night,one,Morning,Chennai,Economy,11.17,9,5939
