airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
Vistara,UK-820,Bangalore,Evening,one,Night,Mumbai,Business,6,41,67004
Vistara,UK-816,Bangalore,Morning,one,Evening,Mumbai,Business,6.17,41,67004
Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,7,41,67004
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Business,7.92,41,67004
Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,8,41,67004
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Business,9.67,41,67004
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Business,10.67,41,67004
Vistara,UK-814,Bangalore,Night,one,Early_Morning,Mumbai,Business,10.75,41,67004
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,12.33,41,67004
Vistara,UK-802,Bangalore,Evening,one,Early_Morning,Mumbai,Business,13.08,41,67004
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,14.08,41,67004
Vistara,UK-820,Bangalore,Evening,one,Early_Morning,Mumbai,Business,14.08,41,67004
Vistara,UK-814,Bangalore,Night,one,Afternoon,Mumbai,Business,15.42,41,67004
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.83,41,67004
Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,12.58,41,69244
Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,14,41,69244
Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Business,14.92,41,69244
Vistara,UK-820,Bangalore,Evening,one,Morning,Mumbai,Business,15.92,41,69244
Vistara,UK-818,Bangalore,Evening,one,Early_Morning,Mumbai,Business,12.25,41,74441
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,10.5,41,74844
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,12.25,41,74844
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,14,41,74844
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,15,41,74844
Vistara,UK-818,Bangalore,Evening,one,Morning,Mumbai,Business,14.08,41,76681
Vistara,UK-818,Bangalore,Evening,one,Morning,Mumbai,Business,15.5,41,76681
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,8.58,41,77196
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,9.75,41,77196
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,10.33,41,77196
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,11.5,41,77196
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,12.08,41,77196
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,13.08,41,77196
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,13.25,41,77196
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,14.25,41,77196
Vistara,UK-858,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,1.58,42,20760
Vistara,UK-846,Bangalore,Morning,zero,Morning,Mumbai,Business,1.75,42,20760
Vistara,UK-864,Bangalore,Evening,zero,Night,Mumbai,Business,1.75,42,20760
Vistara,UK-866,Bangalore,Night,zero,Night,Mumbai,Business,1.75,42,20760
Vistara,UK-854,Bangalore,Evening,zero,Night,Mumbai,Business,1.83,42,20760
Vistara,UK-852,Bangalore,Morning,zero,Morning,Mumbai,Business,1.92,42,20760
Vistara,UK-850,Bangalore,Evening,zero,Night,Mumbai,Business,1.92,42,20760
Air_India,AI-640,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,1.83,42,20760
Air_India,AI-516,Bangalore,Early_Morning,one,Night,Mumbai,Business,16.33,42,29170
Vistara,UK-867,Bangalore,Afternoon,one,Afternoon,Mumbai,Business,26,42,35586
Air_India,AI-573,Bangalore,Afternoon,one,Evening,Mumbai,Business,28.83,42,44863
Vistara,UK-657,Bangalore,Morning,one,Night,Mumbai,Business,10.08,42,48289
Vistara,UK-657,Bangalore,Morning,one,Morning,Mumbai,Business,24,42,48289
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Business,6.75,42,54684
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Business,8.5,42,54684
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Business,9.5,42,54684
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,11.33,42,54684
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,13.08,42,54684
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,14.83,42,54684
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.83,42,54684
Air_India,AI-804,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,6.67,42,54684
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Mumbai,Business,6.67,42,54684
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,7.58,42,54684
Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Business,7.92,42,54684
Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Business,8.25,42,54684
Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Business,8.83,42,54684
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,9.58,42,54684
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,10.83,42,54684
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,11.17,42,54684
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,11.75,42,54684
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Mumbai,Business,11.83,42,54684
Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Business,12.08,42,54684
Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Business,13.17,42,54684
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Mumbai,Business,13.83,42,54684
Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Business,14.25,42,54684
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.08,42,54684
Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Business,15.25,42,54684
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.42,42,54684
Air_India,AI-808,Bangalore,Night,one,Afternoon,Mumbai,Business,15.83,42,54684
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Business,16,42,54684
Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Business,16.33,42,54684
Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Business,17.42,42,54684
Air_India,AI-503,Bangalore,Evening,one,Afternoon,Mumbai,Business,19,42,54684
Air_India,AI-808,Bangalore,Night,one,Evening,Mumbai,Business,21,42,54684
