,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
121553,Air_India,AI-787,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,9,14,20392
121554,SpiceJet,SG-1077,Kolkata,Night,zero,Night,Delhi,Economy,2.5,15,4177
121555,SpiceJet,SG-8264,Kolkata,Night,zero,Late_Night,Delhi,Economy,2.5,15,4177
121556,SpiceJet,SG-8130,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.67,15,4177
121557,AirAsia,I5-582,Kolkata,Morning,one,Afternoon,Delhi,Economy,5.83,15,5953
121558,AirAsia,I5-588,Kolkata,Afternoon,one,Night,Delhi,Economy,8.75,15,5953
121559,AirAsia,I5-583,Kolkata,Afternoon,two_or_more,Night,Delhi,Economy,9.08,15,5953
121560,AirAsia,I5-991,Kolkata,Evening,one,Late_Night,Delhi,Economy,9.08,15,5953
121561,AirAsia,I5-582,Kolkata,Morning,one,Evening,Delhi,Economy,10.25,15,5953
121562,AirAsia,I5-2991,Kolkata,Night,one,Morning,Delhi,Economy,11.33,15,5953
121563,AirAsia,I5-588,Kolkata,Afternoon,one,Late_Night,Delhi,Economy,11.83,15,5953
121564,AirAsia,I5-2473,Kolkata,Morning,one,Night,Delhi,Economy,12.42,15,5953
121565,AirAsia,I5-1563,Kolkata,Evening,two_or_more,Morning,Delhi,Economy,13.17,15,5953
121566,AirAsia,I5-319,Kolkata,Afternoon,two_or_more,Late_Night,Delhi,Economy,13.67,15,5953
121567,AirAsia,I5-588,Kolkata,Afternoon,one,Late_Night,Delhi,Economy,13.83,15,5953
121568,AirAsia,I5-2473,Kolkata,Morning,one,Late_Night,Delhi,Economy,15.5,15,5953
121569,AirAsia,I5-2991,Kolkata,Night,one,Afternoon,Delhi,Economy,16.5,15,5953
121570,AirAsia,I5-1563,Kolkata,Evening,two_or_more,Afternoon,Delhi,Economy,18.33,15,5953
121571,Vistara,UK-708,Kolkata,Night,zero,Night,Delhi,Economy,2.33,15,6489
121572,Vistara,UK-720,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.42,15,6489
121573,Vistara,UK-738,Kolkata,Evening,zero,Night,Delhi,Economy,2.42,15,6489
121574,GO_FIRST,G8-227,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.5,15,6488
121575,GO_FIRST,G8-102,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.58,15,6488
121576,Indigo,6E-2474,Kolkata,Early_Morning,zero,Early_Morning,Delhi,Economy,2.5,15,6489
121577,Indigo,6E-404,Kolkata,Evening,zero,Night,Delhi,Economy,2.5,15,6489
121578,Indigo,6E-898,Kolkata,Evening,zero,Night,Delhi,Economy,2.5,15,6489
121579,Indigo,6.00E-224,Kolkata,Night,zero,Night,Delhi,Economy,2.5,15,6489
121580,Indigo,6E-2009,Kolkata,Night,zero,Late_Night,Delhi,Economy,2.5,15,6489
121581,Indigo,6E-6324,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.58,15,6489
121582,AirAsia,I5-552,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.42,15,6490
121583,AirAsia,I5-830,Kolkata,Night,zero,Late_Night,Delhi,Economy,2.5,15,6490
121584,AirAsia,I5-547,Kolkata,Evening,zero,Night,Delhi,Economy,2.67,15,6490
121585,Air_India,AI-770,Kolkata,Night,zero,Night,Delhi,Economy,2.5,15,6489
121586,SpiceJet,SG-3281,Kolkata,Afternoon,one,Evening,Delhi,Economy,4.67,15,6488
121587,GO_FIRST,G8-537,Kolkata,Evening,one,Night,Delhi,Economy,7.08,15,6488
121588,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,7.25,15,6488
121589,GO_FIRST,G8-519,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.33,15,6488
121590,GO_FIRST,G8-792,Kolkata,Evening,one,Late_Night,Delhi,Economy,8.08,15,6488
121591,GO_FIRST,G8-519,Kolkata,Evening,one,Late_Night,Delhi,Economy,8.5,15,6488
121592,GO_FIRST,G8-532,Kolkata,Morning,one,Evening,Delhi,Economy,8.92,15,6488
121593,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,9.58,15,6488
121594,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,9.67,15,6488
121595,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,10.83,15,6488
121596,GO_FIRST,G8-532,Kolkata,Morning,one,Night,Delhi,Economy,11,15,6488
121597,GO_FIRST,G8-789,Kolkata,Morning,two_or_more,Night,Delhi,Economy,11.17,15,6488
121598,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Evening,Delhi,Economy,11.67,15,6488
121599,GO_FIRST,G8-295,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12,15,6488
121600,SpiceJet,SG-4025,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12.33,15,6488
121601,GO_FIRST,G8-789,Kolkata,Morning,two_or_more,Night,Delhi,Economy,12.67,15,6488
121602,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Evening,Delhi,Economy,13.67,15,6488
121603,GO_FIRST,G8-295,Kolkata,Early_Morning,one,Night,Delhi,Economy,14.08,15,6488
121604,GO_FIRST,G8-519,Kolkata,Evening,one,Morning,Delhi,Economy,14.67,15,6488
121605,SpiceJet,SG-3839,Kolkata,Evening,one,Morning,Delhi,Economy,17.17,15,6488
121606,SpiceJet,SG-3229,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,24.42,15,6488
121607,SpiceJet,SG-4031,Kolkata,Evening,one,Evening,Delhi,Economy,24.67,15,6488
121608,Indigo,6E-994,Kolkata,Afternoon,one,Night,Delhi,Economy,5,15,6489
121609,Indigo,6E-7264,Kolkata,Evening,one,Night,Delhi,Economy,5.25,15,6489
121610,Indigo,6E-6344,Kolkata,Afternoon,one,Night,Delhi,Economy,5.67,15,6489
121611,Indigo,6E-6021,Kolkata,Afternoon,one,Evening,Delhi,Economy,6,15,6489
121612,Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,6.17,15,6489
121613,Indigo,6E-375,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.33,15,6489
121614,Indigo,6E-751,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.33,15,6489
121615,Indigo,6E-7234,Kolkata,Evening,one,Night,Delhi,Economy,6.42,15,6489
121616,Indigo,6.00E-139,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.5,15,6489
121617,Indigo,6E-6785,Kolkata,Morning,one,Afternoon,Delhi,Economy,6.67,15,6489
121618,Indigo,6E-893,Kolkata,Morning,one,Evening,Delhi,Economy,7,15,6489
121619,Indigo,6E-811,Kolkata,Morning,one,Evening,Delhi,Economy,7.08,15,6489
121620,Indigo,6E-6891,Kolkata,Morning,one,Evening,Delhi,Economy,7.42,15,6489
121621,Indigo,6E-6014,Kolkata,Morning,one,Evening,Delhi,Economy,7.67,15,6489
121622,Indigo,6E-6344,Kolkata,Afternoon,one,Night,Delhi,Economy,7.83,15,6489
121623,Indigo,6E-875,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.92,15,6489
121624,Indigo,6E-512,Kolkata,Afternoon,one,Night,Delhi,Economy,8,15,6489
121625,Indigo,6E-7623,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,8.25,15,6489
121626,Indigo,6.00E-139,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,8.33,15,6489
121627,Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,8.33,15,6489
121628,SpiceJet,SG-4027,Kolkata,Morning,one,Evening,Delhi,Economy,7.5,15,6804
121629,Vistara,UK-706,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.33,15,7224
121630,Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.42,15,7224
121631,Indigo,6E-487,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.42,15,7119
121632,Indigo,6E-2127,Kolkata,Late_Night,zero,Late_Night,Delhi,Economy,2.5,15,7119
121633,Indigo,6E-854,Kolkata,Morning,zero,Morning,Delhi,Economy,2.5,15,7119
121634,Indigo,6E-2516,Kolkata,Evening,zero,Evening,Delhi,Economy,2.5,15,7119
121635,Air_India,AI-763,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.25,15,7329
121636,Indigo,6E-599,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.42,15,7434
121637,AirAsia,I5-991,Kolkata,Evening,one,Late_Night,Delhi,Economy,11.08,15,7466
121638,Air_India,AI-402,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.5,15,7749
121639,Air_India,AI-768,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.5,15,7749
121640,Indigo,6E-6087,Kolkata,Evening,one,Late_Night,Delhi,Economy,6.83,15,7954
121641,Indigo,6E-6513,Kolkata,Morning,one,Afternoon,Delhi,Economy,6.92,15,7954
121642,Indigo,6.00E-294,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.5,15,7954
121643,Air_India,AI-732,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,25.67,15,8425
121644,Indigo,6E-417,Kolkata,Afternoon,one,Night,Delhi,Economy,7.42,15,8442
121645,Indigo,6E-715,Kolkata,Morning,two_or_more,Evening,Delhi,Economy,7.92,15,8495
121646,Air_India,AI-745,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,25.33,15,8527
121647,SpiceJet,SG-337,Kolkata,Morning,one,Morning,Delhi,Economy,25.42,15,8708
121648,Air_India,AI-721,Kolkata,Afternoon,one,Evening,Delhi,Economy,26.58,15,8821
