Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,price
69115,Air_India,AI-888,Mumbai,Evening,one,Morning,Kolkata,Economy,14.0,4977
69116,Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15.0,4977
69117,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Kolkata,Economy,17.0,4977
69118,Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,17.0,not available
69119,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Kolkata,Premium,17.42,4977
69120,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Economy,19.5,4977
69121,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Kolkata,Economy,20.5,4977
69122,Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Economy,22.92,4977
69123,Air_India,AI-607,Mumbai,Evening,one,Evening,Kolkata,Economy,24.83,5070
69124,SpiceJet,SG-4417,Mumbai,Evening,one,Night,Kolkata,Economy,25.58,5231
69125,SpiceJet,SG-611,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.17,5253
69126,SpiceJet,SG-251,Mumbai,Evening,one,Night,Kolkata,Economy,25.67,5253
69127,GO_FIRST,G8-364,Mumbai,Evening,one,Morning,Kolkata,Economy,13.42,5310
69128,GO_FIRST,G8-244,Mumbai,Evening,one,Morning,Kolkata,Economy,14.5,5310
69129,SpiceJet,SG-276,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.5,5398
69130,SpiceJet,SG-923,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.58,5763
69131,GO_FIRST,G8-7545,Mumbai,Afternoon,one,Evening,Kolkata,Economy,5.5,5415
69132,GO_FIRST,G8-317,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.92,5415
69133,SpiceJet,SG-8710,Mumbai,Night,one,Morning,Kolkata,Economy,11.33,5818
69134,SpiceJet,SG-8702,Mumbai,Morning,one,Night,Kolkata,Economy,12.75,5818
