Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,price
84140,Vistara,UK-850,Bangalore,Evening,one,Afternoon,Delhi,Economy,18.17,14997
84141,Vistara,UK-852,Bangalore,Morning,one,Morning,Delhi,Economy,23.58,14997
84142,Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,7.42,15522
84143,Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Economy,12.42,15522
84144,Vistara,UK-850,Bangalore,Evening,one,Afternoon,Delhi,Economy,16.75,15522
84145,Vistara,UK-850,Bangalore,Evening,one,Afternoon,Delhi,Economy,18.58,15522
84146,Vistara,UK-850,Bangalore,Evening,one,Evening,Delhi,Economy,21.0,15522
84147,Indigo,6E-415,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.67,15573
84148,Indigo,6E-484,Bangalore,Early_Morning,one,Evening,Delhi,Economy,8.92,15626
84149,Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Delhi,Economy,5.08,17201
84150,Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Economy,11.17,17622
84151,Indigo,6E-7223,Bangalore,Afternoon,one,Night,Delhi,Economy,9.0,17306
84152,Vistara,UK-858,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.33,17674
84153,Indigo,6E-7223,Bangalore,Afternoon,one,Evening,Delhi,Economy,5.17,17726
84154,Vistara,UK-854,Bangalore,Evening,one,Morning,Delhi,Economy,16.58,18252
84155,Indigo,6E-702,Bangalore,Early_Morning,one,Evening,Delhi,Economy,9.25,17930
84156,Vistara,UK-854,Bangalore,Evening,one,Morning,Delhi,Economy,14.67,18567
84157,GO_FIRST,G8-320,Bangalore,Evening,one,Morning,Delhi,Economy,12.17,18271
84158,GO_FIRST,G8-320,Bangalore,Evening,one,Morning,Delhi,Economy,14.17,18271
84159,GO_FIRST,G8-320,Bangalore,Evening,one,Morning,Delhi,Economy,15.33,18271
84160,Indigo,6E-886,Bangalore,Morning,one,Evening,Delhi,Economy,8.83,18513
84161,AirAsia,I5-992,Bangalore,Night,one,Morning,Delhi,Economy,10.92,18519
84162,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,18934
84163,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,18934
84164,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,18934
84165,Indigo,6E-6491,Bangalore,Afternoon,one,Night,Delhi,Economy,10.67,19196
84166,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Economy,10.08,19652
84167,Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Delhi,Economy,6.83,19616
84168,Indigo,6E-528,Bangalore,Evening,one,Night,Delhi,Economy,5.42,19721
84169,Indigo,6E-6067,Paris,Evening,one,Night,Delhi,Economy,7.42,19721
84170,Indigo,6E-528,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.83,19721
84171,Indigo,6E-886,Bangalore,Morning,one,Evening,Delhi,Economy,6.75,20088
84172,AirAsia,I5-1229,Bangalore,Evening,one,Late_Night,Delhi,Economy,7.08,20166
84173,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.0,20614
84174,Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Economy,13.5,20772
84175,Indigo,6E-6753,Bangalore,Morning,one,Afternoon,Delhi,Economy,5.42,20456
84176,Indigo,6E-886,Bangalore,Morning,one,Evening,Delhi,Economy,10.58,20928
84177,Indigo,6E-528,Bangalore,Evening,one,Early_Morning,Delhi,Economy,11.0,21348
84178,Air_India,AI-9501,Bangalore,Early_Morning,one,Night,Delhi,12345,15.0,21445
84179,Air_India,AI-573,Bangalore,Afternoon,one,Afternoon,Delhi,Economy,25.67,21590
84180,Air_India,AI-640,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,41.58,21921
84181,Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,7.25,23082
84182,Air_India,AI-9517,Bangalore,Evening,one,Afternoon,Delhi,Economy,19.0,22924
84183,Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,6.83,23807
84184,Vistara,UK-854,Bangalore,Evening,one,Night,Delhi,Economy,4.58,not available
84185,GO_FIRST,G8-803,Bangalore,Evening,one,Morning,Delhi,Economy,15.0,-5
84186,Vistara,UK-755,Bangalore,Afternoon,one,Afternoon,Delhi,Economy,27.25,29119
84187,AirAsia,I5-996,Bangalore,Evening,zero,Night,Delhi,Economy,2.83,7489
84188,AirAsia,I5-749,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.92,7489
84189,Vistara,UK-820,Bangalore,Evening,zero,Night,Delhi,Economy,2.67,7489
84190,Vistara,UK-802,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,7489
84191,Vistara,UK-818,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,7489
84192,Indigo,6E-2174,Bangalore,Evening,zero,Night,Delhi,Economy,2.92,7488
84193,Indigo,6E-2034,Bangalore,Evening,zero,Night,Delhi,Economy,2.92,7488
84194,Air_India,AI-503,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,7489
84195,Air_India,AI-808,Bangalore,Night,zero,Night,Delhi,Economy,2.92,7489
84196,GO_FIRST,G8-320,Bangalore,Evening,one,Morning,Delhi,Economy,12.17,7487
84197,GO_FIRST,G8-320,Bangalore,Evening,one,Morning,Delhi,Economy,14.17,7487
84198,Indigo,6E-2514,Bangalore,Evening,zero,Evening,Delhi,Economy,2.83,7698
84199,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,7803
84200,Indigo,6E-6139,Bangalore,Afternoon,zero,Evening,Delhi,Economy,2.75,8538
84201,Indigo,6E-2027,Bangalore,Morning,zero,Afternoon,Delhi,Economy,2.92,9221
84202,AirAsia,I5-892,Bangalore,Morning,two_or_more,Evening,Delhi,Economy,8.75,9799
84203,AirAsia,I5-741,Bangalore,Morning,zero,Afternoon,Delhi,Economy,2.75,10424
84204,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Economy,13.08,10849
84205,Vistara,UK-858,Bangalore,Early_Morning,one,Night,Delhi,Economy,14.0,10849
84206,Vistara,UK-858,Bangalore,Early_Morning,one,Night,Delhi,Economy,15.25,10849
84207,Vistara,UK-858,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.33,10849
84208,Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Delhi,Economy,26.42,10849
84209,Air_India,AI-501,Bangalore,Afternoon,zero,Afternoon,Delhi,Economy,2.58,10534
84210,AirAsia,I5-1982,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.25,10733
84211,Air_India,AI-640,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.08,10744
84212,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Economy,13.67,10744
84213,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Economy,14.5,
84214,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Economy,17.0,10744
84215,Air_India,AI-640,Bangalore,Early_Morning,one,Morning,Delhi,Economy,27.5,10744
84216,Air_India,AI-640,Bangalore,Early_Morning,one,Morning,Delhi,Economy,28.0,10744
84217,Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.58,11164
84218,Indigo,6E-415,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.67,11478
84219,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,7.42,11899
84220,Vistara,UK-810,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.67,12109
84221,GO_FIRST,G8-803,Bangalore,Evening,one,Morning,Delhi,Economy,15.0,11767
84222,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.0,12424
