,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
505,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,12.75,4,12150
506,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,13.75,4,12150
507,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,14.42,4,12150
508,Vistara,UK-813,Delhi,Evening,one,Morning,Mumbai,Economy,14.67,4,12150
509,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,4,12150
510,Vistara,UK-817,Delhi,Evening,one,Morning,Mumbai,Economy,16.17,4,12150
511,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.83,4,11900
512,Air_India,AI-502,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,4,12150
513,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.33,4,12150
514,Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Economy,11.33,4,12150
515,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,4,12150
516,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,4,12150
517,Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,4,12150
518,Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,4,12150
519,Air_India,AI-803,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,4,12150
520,SpiceJet,SG-339,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,4,12228
521,Air_India,AI-9857,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.25,4,12298
522,Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,4,12302
523,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,4,12360
524,Indigo,6.00E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,4,12518
525,Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,4,12990
526,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,4,12990
527,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,18.25,4,12990
528,Vistara,UK-835,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.58,4,12990
529,Vistara,UK-837,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.08,4,12990
530,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,4,12990
