Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,price
249385,Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Business,14.92,69244
249386,Vistara,UK-818,Bangalore,Evening,one,Morning,Mumbai,Business,15.5,69244
249387,Vistara,UK-820,Bangalore,Evening,one,Morning,Mumbai,Business,15.92,69244
249388,Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Business,16.33,69244
249389,Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,14.42,69356
249390,Vistara,UK-818,Bangalore,Evening,one,Morning,Mumbai,Business,15.92,69356
249391,Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Business,6.75,69580
249392,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Business,8.5,69580
249393,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Business,9.5,69580
249394,Vistara,UK-816,Bangalore,Morning,one,Evening,Mumbai,Business,7.58,70476
249395,Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Business,9.33,70476
249396,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Business,11.08,70476
249397,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Business,12.08,70476
249398,Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,10.5,74844
249399,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,12.25,74844
249400,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,14.0,74844
249401,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.0,74844
249402,Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,7.0,74956
249403,Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,8.0,74956
249404,Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,6.0,81788
249405,Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,7.0,81788
