,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
96853,Vistara,UK-897,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.58,18,4792
96854,Vistara,UK-893,Bangalore,Evening,one,Morning,Mumbai,Economy,14.08,18,4792
96855,Vistara,UK-897,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.08,18,4792
96856,Vistara,UK-893,Bangalore,Evening,one,Afternoon,Mumbai,Economy,18.58,18,4792
96857,Vistara,UK-897,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,26.08,18,4792
96858,Indigo,6E-357,Bangalore,Night,one,Early_Morning,Mumbai,Economy,7.67,18,4554
96859,GO_FIRST,G8-805,Bangalore,Morning,one,Night,Mumbai,Economy,15.25,18,4807
96860,Indigo,6E-7223,Bangalore,Afternoon,one,Evening,Mumbai,Economy,4.5,18,4819
96861,Indigo,6E-886,Bangalore,Morning,one,Evening,Mumbai,Economy,7.25,18,4819
96862,Indigo,6E-7223,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.67,18,4819
96863,Indigo,6E-6212,Bangalore,Morning,one,Afternoon,Mumbai,Economy,4.17,18,5127
96864,Indigo,6E-541,Bangalore,Morning,one,Afternoon,Mumbai,Economy,5.75,18,5127
96865,Indigo,6E-841,Bangalore,Afternoon,one,Night,Mumbai,Economy,5.92,18,5127
96866,AirAsia,I5-741,Bangalore,Morning,one,Night,Mumbai,Economy,10.92,18,5174
96867,GO_FIRST,G8-808,Bangalore,Afternoon,one,Night,Mumbai,Economy,5.83,18,5177
96868,GO_FIRST,G8-790,Bangalore,Afternoon,one,Night,Mumbai,Economy,6.33,18,5177
96869,GO_FIRST,G8-118,Bangalore,Night,one,Early_Morning,Mumbai,Economy,6.33,18,5177
96870,GO_FIRST,G8-283,Bangalore,Early_Morning,two_or_more,Afternoon,Mumbai,Economy,6.75,18,5177
96871,GO_FIRST,G8-803,Bangalore,Evening,one,Late_Night,Mumbai,Economy,7.17,18,5177
