Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
213337,Air_India,AI-803,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.75,19,-1000
213338,Air_India,AI-506,Delhi,Morning,zero,Afternoon,Bangalore,Business,2.75,19,32859
213339,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Business,2.75,19,32859
213340,Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Business,2.92,19,32859
213341,Air_India,AI-542,Delhi,Morning,one,Afternoon,Bangalore,Business,4.58,19,35490
213342,Air_India,AI-560,Delhi,Morning,one,Afternoon,Bangalore,Business,6.17,19,35490
213343,Air_India,AI-411,Delhi,Early_Morning,one,Night,Bangalore,Business,14.67,19,37594
213344,Air_India,AI-473,Delhi,Evening,one,Evening,Bangalore,Business,22.42,19,39783
213345,Vistara,UK-811,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.75,19,not available
213346,Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Business,2.83,19,40296
213347,Vistara,UK-951,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,19,42457
213348,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,6.58,19,42457
213349,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,8.5,19,42457
213350,Vistara,UK-953,Delhi,Night,one,Early_Morning,Bangalore,Business,11.17,19,42457
213351,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,12.17,19,42457
213352,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,14.08,19,42457
213353,Air_India,AI-865,Delhi,Morning,one,Evening,Bangalore,Business,7.83,19,42457
213354,Air_India,AI-678,Delhi,Morning,one,Evening,Bangalore,Business,9.5,19,42457
213355,Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.5,19,42457
213356,Air_India,AI-887,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.5,19,42457
213357,Air_India,AI-805,Delhi,Evening,one,Morning,Bangalore,Business,15.17,19,42457
213358,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Business,16.17,19,42457
213359,Air_India,AI-868,Delhi,Evening,one,Morning,Bangalore,Business,17.17,19,42457
213360,Air_India,AI-441,Delhi,Evening,one,Morning,Bangalore,Business,17.33,19,42457
213361,Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Business,20.67,19,42457
213362,Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,Business,22.5,19,42457
213363,Air_India,AI-624,Delhi,Evening,one,Evening,Bangalore,Business,23.5,19,42457
213364,Air_India,AI-868,Delhi,Evening,one,Evening,Bangalore,Business,24.5,19,42457
213365,Air_India,AI-441,Delhi,Evening,one,Evening,Bangalore,Business,24.67,19,42457
213366,Air_India,AI-636,Delhi,Afternoon,one,Evening,Bangalore,Business,28.0,19,42457
213367,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Business,25.08,19,45033
213368,Air_India,AI-415,Delhi,Evening,one,Night,Bangalore,Business,28.08,19,45371
213369,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Business,6.08,19,49177
213370,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Business,7.58,19,49177
213371,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,8.25,19,
213372,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,9.25,19,49177
213373,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,9.75,19,49177
213374,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,11.17,19,49177
213375,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,11.42,19,49177
213376,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,13.33,19,49177
213377,Vistara,UK-941,Delhi,Evening,one,Night,Bangalore,Business,6.08,19,50297
213378,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Bangalore,Business,15.08,19,50297
213379,Air_India,AI-762,Delhi,Night,one,Late_Night,Bangalore,Business,5.58,19,52522
213380,Air_India,AI-764,Delhi,Evening,one,Late_Night,Bangalore,Business,8.92,19,52522
213381,Air_India,AI-767,Delhi,Afternoon,one,Late_Night,Bangalore,Business,13.67,19,52522
213382,Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,19,52522
213383,Air_India,AI-762,Delhi,Night,one,Night,Bangalore,Business,24.58,19,52522
213384,Air_India,AI-764,Delhi,Evening,one,Night,Bangalore,Business,27.92,19,52522
213385,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,19,54777
213386,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,5.42,19,54777
213387,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,6.42,19,54777
213388,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,7.33,19,54777
213389,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,7.42,19,54777
213390,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,8.08,19,54777
213391,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,8.92,19,54777
213392,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,10.0,19,54777
213393,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,10.58,19,54777
213394,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,12.5,19,54777
213395,Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,Business,5.08,19,57017
213396,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Business,8.92,19,57017
213397,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.25,19,57017
213398,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Business,10.42,19,57017
213399,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.75,19,57017
213400,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,12.08,19,57017
213401,Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.83,19,57017
213402,Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,13.42,19,57017
213403,Vistara,UK-977,Delhi,Evening,one,Morning,Bangalore,Business,13.83,19,57017
213404,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,14.0,19,57017
213405,Vistara,UK-955,Delhi,Evening,one,Early_Morning,Bangalore,Business,14.08,19,57017
213406,Vistara,UK-955,Delhi,Evening,one,Morning,Bangalore,Business,15.08,19,57017
213407,Vistara,UK-847,Delhi,Morning,one,Afternoon,Bangalore,Business,4.83,19,61618
213408,Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.0,19,62617
213409,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,13.0,19,62617
213410,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,14.92,19,62617
213411,Vistara,UK-975,Delhi,Early_Morning,one,Morning,Bangalore,Business,5.0,19,62729
213412,Vistara,UK-981,Delhi,Night,one,Early_Morning,Bangalore,Business,10.17,19,62729
213413,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,11.17,19,62729
213414,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Business,12.0,19,62729
213415,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,13.08,19,62729
213416,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Business,13.5,19,62729
213417,Vistara,UK-975,Delhi,Early_Morning,one,Night,Bangalore,Business,15.17,19,62729
213418,Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,Business,2.67,20,32859
213419,Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,20,32859
213420,Vistara,UK-801,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,20,32859
213421,Vistara,UK-819,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,20,32859
213422,Vistara,UK-817,Delhi,Evening,zero,Evening,Bangalore,Business,2.75,20,32859
213423,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Business,2.83,20,32859
213424,Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Business,2.83,20,32859
213425,Air_India,AI-803,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.75,20,32859
213426,Air_India,AI-506,Delhi,Morning,zero,Afternoon,Bangalore,Business,2.75,20,not available
213427,Air_India,AI-502,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,20,32859
213428,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Business,2.75,20,32859
213429,Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Business,2.92,20,32859
213430,Air_India,AI-839,Delhi,Night,one,Morning,Bangalore,Business,13.33,20,35490
213431,Air_India,AI-837,Delhi,Evening,one,Morning,Bangalore,Business,16.42,20,35490
213432,Air_India,AI-544,Delhi,Evening,one,Morning,Bangalore,Business,17.5,20,
213433,Air_India,AI-542,Delhi,Morning,one,Morning,Bangalore,Premium,25.0,20,35490
213434,Air_India,AI-560,Delhi,Morning,one,Morning,Bangalore,Business,26.58,20,35490
213435,Air_India,AI-877,Delhi,Morning,one,Evening,Bangalore,Business,6.08,20,39783
213436,Air_India,AI-423,Delhi,Early_Morning,one,Evening,Bangalore,Business,12.25,20,39783
213437,Vistara,UK-811,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.75,20,40296
213438,Vistara,UK-951,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,20,42457
213439,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,6.58,20,0
213440,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,8.5,20,0
213441,Vistara,UK-953,Delhi,Night,one,Early_Morning,Bangalore,Business,11.17,20,42457
213442,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,12.17,20,42457
213443,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,14.08,20,42457
213444,Air_India,AI-678,Delhi,Morning,one,Evening,Bangalore,Business,9.5,20,42457
213445,Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.5,20,42457
213446,Air_India,AI-887,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.5,20,42457
213447,Air_India,AI-805,Delhi,Evening,one,Morning,Bangalore,Business,15.17,20,42457
213448,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Business,16.17,20,42457
213449,Air_India,AI-868,Delhi,Evening,one,Morning,Bangalore,Business,17.17,20,42457
213450,Air_India,AI-441,Delhi,Evening,one,Morning,Bangalore,Business,17.33,20,42457
213451,Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Business,20.67,20,42457
213452,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Business,25.08,20,45033
213453,Air_India,AI-415,Delhi,Evening,one,Evening,Bangalore,Business,26.42,20,-5
213454,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Business,6.08,20,49177
213455,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Business,7.58,20,49177
213456,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,8.25,20,49177
213457,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,9.25,20,49177
213458,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,9.75,20,49177
213459,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Business,11.17,20,49177
213460,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,11.42,20,49177
213461,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,13.33,20,49177
213462,Vistara,UK-941,Delhi,Evening,one,Night,Bangalore,12345,6.08,20,50297
213463,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Bangalore,Business,15.08,20,50297
213464,Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,20,52522
213465,Air_India,AI-423,Delhi,Early_Morning,one,Night,Bangalore,Business,16.0,20,52522
213466,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,20,54777
213467,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,5.42,20,54777
213468,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,6.42,20,54777
213469,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,7.33,20,54777
213470,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,7.42,20,54777
213471,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,8.08,20,54777
213472,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Business,8.92,20,54777
213473,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,10.0,20,54777
213474,Vistara,UK-981,Delhi,Night,one,Early_Morning,Bangalore,Business,10.17,20,54777
213475,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,10.58,20,54777
213476,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,11.17,20,54777
213477,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,12.5,20,54777
213478,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Business,13.08,20,54777
213479,Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,Business,5.08,20,57017
213480,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Business,8.92,20,57017
213481,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.25,20,57017
213482,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Business,10.42,20,57017
213483,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.75,20,57017
213484,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,12.08,20,57017
213485,Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,13.42,20,57017
213486,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,14.0,20,57017
213487,Vistara,UK-955,Delhi,Evening,one,Early_Morning,Bangalore,Business,14.08,20,57017
213488,Vistara,UK-955,Delhi,Evening,one,Morning,Bangalore,Business,15.08,20,57017
213489,Vistara,UK-847,Delhi,Morning,one,Afternoon,Bangalore,Premium,4.83,20,61618
213490,Vistara,UK-855,Delhi,Evening,one,Afternoon,Bangalore,Business,21.33,20,61618
213491,Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.0,20,62617
213492,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,13.0,20,62617
213493,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,14.92,20,62617
213494,Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.83,20,64969
213495,Vistara,UK-977,Delhi,Evening,one,Morning,Bangalore,Business,13.83,20,64969
213496,Vistara,UK-975,Delhi,Early_Morning,one,Morning,Bangalore,Business,5.0,20,71801
213497,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Business,12.0,20,71801
