Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
36084,Indigo,6E-2348,Delhi,Evening,one,Late_Night,Chennai,Economy,4.92,8,7950
36089,Indigo,6E-967,Delhi,Evening,one,Late_Night,Chennai,Economy,6.67,8,7950
36107,Indigo,6E-6205,Delhi,Afternoon,one,Late_Night,Chennai,Economy,11.5,8,7950
36111,Indigo,6E-2061,Delhi,Night,zero,Late_Night,Chennai,Economy,2.83,8,8895
36204,Indigo,6E-2348,Delhi,Evening,one,Late_Night,Chennai,Economy,4.92,9,7950
36210,Indigo,6E-967,Delhi,Evening,one,Late_Night,Chennai,Economy,6.67,9,7950
36222,Indigo,6E-6205,Delhi,Afternoon,one,Late_Night,Chennai,Economy,11.5,9,7950
36348,Indigo,6E-2348,Delhi,Evening,one,Late_Night,Chennai,Economy,4.92,10,8596
36349,Indigo,6E-967,Delhi,Evening,one,Late_Night,Chennai,Economy,6.67,10,8596
36352,Indigo,6E-6205,Delhi,Afternoon,one,Late_Night,Chennai,Economy,11.5,10,8596
36354,Indigo,6E-2061,Delhi,Night,zero,Late_Night,Chennai,Economy,2.83,10,8895
36446,GO_FIRST,G8-275,Delhi,Evening,one,Late_Night,Chennai,Economy,4.83,11,7426
36447,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Chennai,Economy,5.25,11,7426
36450,GO_FIRST,G8-2501,Delhi,Late_Night,one,Early_Morning,Chennai,Economy,5.67,11,7426
36453,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Chennai,Economy,6.42,11,7426
36459,GO_FIRST,G8-2513,Delhi,Evening,one,Late_Night,Chennai,Economy,8.17,11,7426
36460,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Chennai,Economy,8.5,11,7426
36463,GO_FIRST,G8-7549,Delhi,Afternoon,one,Late_Night,Chennai,Economy,9.25,11,7426
36477,GO_FIRST,G8-173,Delhi,Morning,one,Late_Night,Chennai,Economy,15.08,11,7426
36489,Indigo,6E-967,Delhi,Evening,one,Late_Night,Chennai,Economy,6.67,11,7950
36508,Indigo,6E-6205,Delhi,Afternoon,one,Late_Night,Chennai,Economy,11.5,11,7950
36513,Indigo,6E-2061,Delhi,Night,zero,Late_Night,Chennai,Economy,2.83,11,8265
36515,Indigo,6E-2348,Delhi,Evening,one,Late_Night,Chennai,Economy,4.92,11,8596
36627,GO_FIRST,G8-275,Delhi,Evening,one,Late_Night,Chennai,Economy,4.83,12,7426
36628,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Chennai,Economy,5.25,12,7426
36631,GO_FIRST,G8-2501,Delhi,Late_Night,one,Early_Morning,Chennai,Economy,5.67,12,7426
36635,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Chennai,Economy,6.42,12,7426
36641,GO_FIRST,G8-2513,Delhi,Evening,one,Late_Night,Chennai,Economy,8.17,12,7426
36642,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Chennai,Economy,8.5,12,7426
36645,GO_FIRST,G8-7549,Delhi,Afternoon,one,Late_Night,Chennai,Economy,9.25,12,7426
36659,GO_FIRST,G8-173,Delhi,Morning,one,Late_Night,Chennai,Economy,15.08,12,7426
36669,Indigo,6E-2348,Delhi,Evening,one,Late_Night,Chennai,Economy,4.92,12,7950
36675,Indigo,6E-967,Delhi,Evening,one,Late_Night,Chennai,Economy,6.67,12,7950
36693,Indigo,6E-6205,Delhi,Afternoon,one,Late_Night,Chennai,Economy,11.5,12,7950
36698,Indigo,6E-2061,Delhi,Night,zero,Late_Night,Chennai,Economy,2.83,12,8265
36806,GO_FIRST,G8-275,Delhi,Evening,one,Late_Night,Chennai,Economy,4.83,13,7426
36807,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Chennai,Economy,5.25,13,7426
36810,GO_FIRST,G8-2501,Delhi,Late_Night,one,Early_Morning,Chennai,Economy,5.67,13,7426
36813,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Chennai,Economy,6.42,13,7426
36819,GO_FIRST,G8-2513,Delhi,Evening,one,Late_Night,Chennai,Economy,8.17,13,7426
36820,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Chennai,Economy,8.5,13,7426
36822,GO_FIRST,G8-7549,Delhi,Afternoon,one,Late_Night,Chennai,Economy,9.25,13,7426
36836,GO_FIRST,G8-173,Delhi,Morning,one,Late_Night,Chennai,Economy,15.08,13,7426
36841,Indigo,6E-2061,Delhi,Night,zero,Late_Night,Chennai,Economy,2.83,13,7635
36847,Indigo,6E-2348,Delhi,Evening,one,Late_Night,Chennai,Economy,4.92,13,7950
36852,Indigo,6E-967,Delhi,Evening,one,Late_Night,Chennai,Economy,6.67,13,7950
36871,Indigo,6E-6205,Delhi,Afternoon,one,Late_Night,Chennai,Economy,11.5,13,7950
36972,Indigo,6E-2061,Delhi,Night,zero,Late_Night,Chennai,Economy,2.83,14,7425
36983,GO_FIRST,G8-275,Delhi,Evening,one,Late_Night,Chennai,Economy,4.83,14,7426
36984,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Chennai,Economy,5.25,14,7426
36987,GO_FIRST,G8-2501,Delhi,Late_Night,one,Early_Morning,Chennai,Economy,5.67,14,7426
36990,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Chennai,Economy,6.42,14,7426
36996,GO_FIRST,G8-2513,Delhi,Evening,one,Late_Night,Chennai,Economy,8.17,14,7426
36997,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Chennai,Economy,8.5,14,7426
36999,GO_FIRST,G8-7549,Delhi,Afternoon,one,Late_Night,Chennai,Economy,9.25,14,7426
37013,GO_FIRST,G8-173,Delhi,Morning,one,Late_Night,Chennai,Economy,15.08,14,7426
37026,Indigo,6E-967,Delhi,Evening,one,Late_Night,Chennai,Economy,6.67,14,7950
37041,Indigo,6E-6205,Delhi,Afternoon,one,Late_Night,Chennai,Economy,11.5,14,7950
37053,Indigo,6E-2348,Delhi,Evening,one,Late_Night,Chennai,Economy,4.92,14,8596
37137,Indigo,6E-2348,Delhi,Evening,one,Late_Night,Chennai,Economy,4.92,15,3349
37138,Indigo,6E-967,Delhi,Evening,one,Late_Night,Chennai,Economy,6.67,15,3349
37142,Indigo,6E-6205,Delhi,Afternoon,one,Late_Night,Chennai,Economy,11.5,15,3349
37146,Indigo,6E-2061,Delhi,Night,zero,Late_Night,Chennai,Economy,2.83,15,3705
37152,GO_FIRST,G8-7549,Delhi,Afternoon,one,Late_Night,Chennai,Economy,9.25,15,3869
37180,GO_FIRST,G8-275,Delhi,Evening,one,Late_Night,Chennai,Economy,4.83,15,4506
37181,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Chennai,Economy,6.42,15,4506
37182,GO_FIRST,G8-2513,Delhi,Evening,one,Late_Night,Chennai,Economy,8.17,15,4506
37183,GO_FIRST,G8-173,Delhi,Morning,one,Late_Night,Chennai,Economy,15.08,15,4506
