Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
51034,Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,10.33,41,3528
51095,Air_India,AI-683,Mumbai,Night,one,Late_Night,Delhi,Economy,6.67,41,5513
51096,Air_India,AI-9657,Mumbai,Evening,one,Late_Night,Delhi,Economy,8.58,41,5523
51114,GO_FIRST,G8-371,Mumbai,Evening,one,Late_Night,Delhi,Economy,9.83,41,5805
51115,GO_FIRST,G8-382,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.83,41,5805
51122,GO_FIRST,G8-7546,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,41,6068
51123,GO_FIRST,G8-383,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.25,41,6068
51133,Air_India,AI-663,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,41,6248
51150,Air_India,AI-667,Mumbai,Evening,one,Late_Night,Delhi,Economy,7.17,41,8777
51159,Vistara,UK-986,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,42,2339
51163,Vistara,UK-950,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,42,2339
51173,AirAsia,I5-330,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,42,2339
51178,GO_FIRST,G8-345,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,42,2339
51184,GO_FIRST,G8-2508,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,42,2339
51188,AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6.0,42,2336
51190,AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.67,42,2336
51191,AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,42,2336
51197,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,42,2336
51199,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,42,2336
51202,Indigo,6.00E-296,Mumbai,Night,one,Late_Night,Delhi,Economy,4.08,42,2339
51205,Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Delhi,Economy,5.08,42,2339
51210,Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,10.33,42,2339
51222,Indigo,6.00E-154,Mumbai,Late_Night,zero,Early_Morning,Delhi,Economy,2.08,42,2738
51224,Indigo,6.00E-248,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,42,2738
51242,Indigo,6E-5376,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,7.17,42,3528
51243,Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,8.83,42,3528
51247,Indigo,6E-5392,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,42,3745
51304,Air_India,AI-683,Mumbai,Night,one,Late_Night,Delhi,Economy,6.67,42,5513
51325,GO_FIRST,G8-371,Mumbai,Evening,one,Late_Night,Delhi,Economy,9.83,42,5805
51326,GO_FIRST,G8-382,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.83,42,5805
51336,GO_FIRST,G8-7546,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,42,6068
51337,GO_FIRST,G8-383,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.25,42,6068
51340,Air_India,AI-9657,Mumbai,Evening,one,Late_Night,Delhi,Economy,8.58,42,6153
51347,Air_India,AI-663,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,42,6773
51368,Vistara,UK-986,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,43,2339
51372,Vistara,UK-950,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,43,2339
51384,AirAsia,I5-330,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,43,2339
51390,GO_FIRST,G8-345,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,43,2339
51397,GO_FIRST,G8-2508,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,43,2339
51400,AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6.0,43,2336
51402,AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.67,43,2336
51403,AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,43,2336
51407,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,43,2336
51409,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,43,2336
51411,Indigo,6.00E-296,Mumbai,Night,one,Late_Night,Delhi,Economy,4.08,43,2339
51413,Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Delhi,Economy,5.08,43,2339
51416,Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,8.83,43,2339
51429,Indigo,6.00E-154,Mumbai,Late_Night,zero,Early_Morning,Delhi,Economy,2.08,43,2738
51430,Indigo,6.00E-248,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,43,2738
51438,Indigo,6E-5392,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,43,3010
51451,Indigo,6E-5376,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,7.17,43,3528
51452,Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,10.33,43,3528
51502,Air_India,AI-683,Mumbai,Night,one,Late_Night,Delhi,Economy,6.67,43,5513
51503,Air_India,AI-663,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,43,5513
51509,Air_India,AI-9657,Mumbai,Evening,one,Late_Night,Delhi,Economy,8.58,43,5641
51532,GO_FIRST,G8-371,Mumbai,Evening,one,Late_Night,Delhi,Economy,9.83,43,5805
51534,Air_India,AI-685,Mumbai,Early_Morning,one,Late_Night,Delhi,Economy,22.58,43,5828
51543,GO_FIRST,G8-7546,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,43,6068
51544,GO_FIRST,G8-383,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.25,43,6068
51569,GO_FIRST,G8-382,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.83,43,7808
51584,Vistara,UK-986,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,44,2339
51588,Vistara,UK-950,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,44,2339
51598,AirAsia,I5-330,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,44,2339
51604,GO_FIRST,G8-345,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,44,2339
51610,GO_FIRST,G8-2508,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,44,2339
51614,AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6.0,44,2336
51615,AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.67,44,2336
51616,AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,44,2336
51624,Indigo,6.00E-296,Mumbai,Night,one,Late_Night,Delhi,Economy,4.08,44,2339
51628,Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,8.83,44,2339
51642,Indigo,6.00E-154,Mumbai,Late_Night,zero,Early_Morning,Delhi,Economy,2.08,44,2738
51643,Indigo,6.00E-248,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,44,2738
51649,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,44,2747
51650,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,44,2747
51661,Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Delhi,Economy,5.08,44,3505
51662,Indigo,6E-5392,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,44,3505
51663,Indigo,6E-5376,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,7.17,44,3528
51664,Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,10.33,44,3528
51686,Air_India,AI-627,Mumbai,Early_Morning,one,Late_Night,Delhi,Economy,22.08,44,4221
51695,Air_India,AI-629,Mumbai,Evening,one,Late_Night,Delhi,Economy,8.67,44,4484
51721,Air_India,AI-683,Mumbai,Night,one,Late_Night,Delhi,Economy,6.67,44,5513
51723,Air_India,AI-9657,Mumbai,Evening,one,Late_Night,Delhi,Economy,8.58,44,5523
51753,GO_FIRST,G8-371,Mumbai,Evening,one,Late_Night,Delhi,Economy,9.83,44,5805
51754,GO_FIRST,G8-382,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.83,44,5805
51755,Air_India,AI-663,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,44,5828
51761,GO_FIRST,G8-7546,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,44,6068
51762,GO_FIRST,G8-383,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.25,44,6068
51781,Air_India,AI-667,Mumbai,Evening,one,Late_Night,Delhi,Economy,7.17,44,8777
51792,Vistara,UK-986,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,45,2339
51795,Vistara,UK-950,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,45,2339
51797,GO_FIRST,G8-2508,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.0,45,2339
51802,AirAsia,I5-330,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,45,2339
51807,GO_FIRST,G8-345,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,45,2339
51817,AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6.0,45,2336
51818,AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6.25,45,2336
51819,AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,7.17,45,2336
51820,AirAsia,I5-338,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,45,2336
51821,AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,45,2336
51822,AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.42,45,2336
51823,AirAsia,I5-338,Mumbai,Night,one,Late_Night,Delhi,Economy,7.42,45,2336
51826,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,11.92,45,2336
51830,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,45,2336
51831,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.5,45,2336
51837,Indigo,6E-6084,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,5.33,45,2339
51842,Indigo,6E-6084,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,7.17,45,2339
51845,Indigo,6E-6084,Mumbai,Late_Night,one,Morning,Delhi,Economy,8.92,45,2339
51847,Indigo,6.00E-176,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,9.75,45,2339
51860,Indigo,6.00E-154,Mumbai,Late_Night,zero,Early_Morning,Delhi,Economy,2.17,45,2738
51864,Indigo,6.00E-248,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,45,2738
51876,GO_FIRST,G8-364,Mumbai,Evening,one,Late_Night,Delhi,Economy,4.83,45,3324
51907,Air_India,AI-629,Mumbai,Evening,one,Late_Night,Delhi,Economy,8.67,45,4221
51959,GO_FIRST,G8-371,Mumbai,Evening,one,Late_Night,Delhi,Economy,9.75,45,5805
51960,GO_FIRST,G8-382,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,11.0,45,5805
51995,Air_India,AI-9657,Mumbai,Evening,one,Late_Night,Delhi,Economy,8.58,45,10143
52001,Vistara,UK-986,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,46,2389
52002,Vistara,UK-950,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,46,2389
52008,GO_FIRST,G8-2508,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.0,46,2339
52013,AirAsia,I5-330,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,46,2339
52017,GO_FIRST,G8-345,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,46,2339
52025,AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6.0,46,2336
52026,AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6.25,46,2336
52027,AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,7.17,46,2336
52028,AirAsia,I5-338,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,46,2336
52029,AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,46,2336
52030,AirAsia,I5-338,Mumbai,Night,one,Late_Night,Delhi,Economy,7.42,46,2336
52031,AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.42,46,2336
52034,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,11.92,46,2336
52038,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,46,2336
52039,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.5,46,2336
52045,Indigo,6E-6084,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,5.33,46,2339
52052,Indigo,6E-6084,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,7.17,46,2339
