Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
100553,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,11.5,37,7212
100554,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Economy,12.08,37,7212
100555,Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Economy,12.58,37,7212
100556,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Economy,13.08,37,7212
100557,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Economy,13.25,37,7212
100558,Vistara,UK-818,Bangalore,Evening,one,Morning,Mumbai,Economy,14.08,37,7212
100559,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.25,37,7212
100560,Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Economy,14.92,37,7212
100561,GO_FIRST,G8-790,Bangalore,Afternoon,one,Night,Mumbai,Economy,6.33,37,6863
100562,GO_FIRST,G8-791,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,11.75,37,6863
100563,Vistara,UK-657,Bangalore,Morning,one,Night,Mumbai,Economy,10.08,37,7315
100564,GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.58,37,7067
100565,GO_FIRST,G8-808,Bangalore,Afternoon,one,Night,Mumbai,Economy,5.83,37,7201
100566,GO_FIRST,G8-7559,Bangalore,Afternoon,one,Early_Morning,Mumbai,Economy,16.25,37,7317
100567,Vistara,UK-867,Bangalore,Afternoon,one,Morning,Mumbai,Economy,21.0,37,10639
100568,Vistara,UK-867,Bangalore,Afternoon,one,Afternoon,Mumbai,Economy,26.0,37,11689
100569,Air_India,AI-573,Bangalore,Afternoon,one,Evening,Mumbai,Economy,29.0,37,12739
100570,Vistara,UK-858,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.58,38,2150
100571,Vistara,UK-864,Bangalore,Evening,zero,Night,Mumbai,Economy,1.75,38,2150
100572,Vistara,UK-866,Bangalore,Night,zero,Night,Mumbai,Economy,1.75,38,2150
100573,Vistara,UK-854,Bangalore,Evening,zero,Night,Mumbai,Economy,1.83,38,2150
100574,Vistara,UK-852,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.92,38,2150
100575,Vistara,UK-850,Bangalore,Evening,zero,Night,Mumbai,Economy,1.92,38,2150
100576,GO_FIRST,G8-385,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.58,38,2201
100577,Indigo,6E-6464,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.67,38,2201
100578,AirAsia,I5-941,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.67,38,2201
100579,GO_FIRST,G8-395,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.67,38,2201
100580,GO_FIRST,G8-7547,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.67,38,2201
100581,GO_FIRST,G8-7548,Bangalore,Evening,zero,Night,Mumbai,Economy,1.67,38,2201
100582,AirAsia,I5-1561,Bangalore,Evening,zero,Night,Mumbai,Economy,1.75,38,2201
100583,Indigo,6E-5365,Bangalore,Early_Morning,zero,Morning,Mumbai,Economy,1.83,38,2201
100584,Indigo,6E-5323,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.83,38,2201
100585,GO_FIRST,G8-320,Bangalore,Evening,zero,Night,Mumbai,Economy,1.83,38,2201
100587,GO_FIRST,G8-399,Bangalore,Night,zero,Night,Mumbai,Economy,1.92,38,2201
100589,Air_India,AI-610,Bangalore,Evening,zero,Night,Mumbai,Economy,1.92,38,2208
100591,AirAsia,I5-749,Bangalore,Night,one,Early_Morning,Mumbai,Economy,8.17,38,2203
100592,Indigo,6.00E-295,Bangalore,Evening,zero,Evening,Mumbai,Economy,1.75,38,2309
100593,Indigo,6E-5399,Bangalore,Afternoon,zero,Afternoon,Mumbai,Economy,1.83,38,2309
100594,Indigo,6E-5203,Bangalore,Evening,zero,Night,Mumbai,Economy,2.0,38,2309
100595,Indigo,6E-332,Bangalore,Night,zero,Night,Mumbai,Economy,2.0,38,2309
100596,Indigo,6E-5389,Bangalore,Evening,zero,Evening,Mumbai,Economy,1.83,38,2939
100597,AirAsia,I5-1454,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.33,38,3385
100598,AirAsia,I5-1622,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.67,38,3385
100599,AirAsia,I5-1451,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,13.92,38,3385
100600,Air_India,AI-507,Bangalore,Early_Morning,one,Night,Mumbai,Economy,17.42,38,3699
100601,Air_India,AI-9517,Bangalore,Evening,one,Night,Mumbai,Economy,5.08,38,3709
100602,Air_India,AI-9876,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.67,38,3709
100603,AirAsia,I5-1782,Bangalore,Night,one,Early_Morning,Mumbai,Economy,10.92,38,3953
100604,AirAsia,I5-972,Bangalore,Evening,two_or_more,Early_Morning,Mumbai,Economy,15.25,38,3953
100605,Indigo,6E-6445,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.25,38,4349
100606,Air_India,AI-9505,Bangalore,Morning,one,Night,Mumbai,Economy,14.08,38,4027
100607,Indigo,6E-6257,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,3.92,38,4190
100608,Indigo,6E-638,Bangalore,Evening,one,Night,Mumbai,Economy,4.08,38,4190
100609,Indigo,6E-6067,Bangalore,Evening,one,Night,Mumbai,Economy,4.42,38,4190
100610,Indigo,6E-6339,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.92,38,4190
100611,Indigo,6E-484,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,38,4190
100612,Indigo,6E-6257,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,38,4190
100613,Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.17,38,4190
100614,Indigo,6E-6339,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.08,38,4190
100615,Indigo,6E-6067,Bangalore,Evening,one,Night,Mumbai,Economy,7.08,38,4190
100616,Indigo,6E-841,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.33,38,4234
100617,GO_FIRST,G8-812,Bangalore,Night,one,Afternoon,Mumbai,Economy,13.83,38,4299
100619,GO_FIRST,G8-803,Bangalore,Evening,one,Morning,Mumbai,Economy,13.83,38,4354
100620,GO_FIRST,G8-801,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.75,38,4354
100621,Vistara,UK-893,Bangalore,Evening,one,Night,Mumbai,Economy,3.08,38,4792
100622,Vistara,UK-897,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.58,38,4792
100623,Vistara,UK-893,Bangalore,Evening,one,Morning,Mumbai,Economy,14.08,38,4792
100624,Vistara,UK-897,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.08,38,4792
100625,Vistara,UK-893,Bangalore,Evening,one,Afternoon,Mumbai,Economy,18.58,38,4792
100626,Vistara,UK-897,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,26.08,38,4792
100627,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Early_Morning,Mumbai,Economy,24.92,38,4613
100628,Indigo,6E-6212,Bangalore,Morning,one,Afternoon,Mumbai,Economy,4.17,38,4806
100629,Indigo,6E-541,Bangalore,Morning,one,Afternoon,Mumbai,Economy,5.75,38,4806
100630,Indigo,6E-886,Bangalore,Morning,one,Evening,Mumbai,Economy,7.25,38,4819
100631,Indigo,6.00E-113,Bangalore,Morning,one,Afternoon,Mumbai,Economy,5.83,38,4970
100633,AirAsia,I5-996,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,11.17,38,5174
100634,AirAsia,I5-1528,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.08,38,5174
100635,Indigo,6E-841,Bangalore,Afternoon,one,Evening,Mumbai,Economy,4.92,38,5331
100637,Indigo,6E-807,Bangalore,Morning,one,Evening,Mumbai,Economy,6.83,38,5338
100639,Air_India,AI-9517,Bangalore,Evening,one,Afternoon,Mumbai,Economy,18.0,38,5771
100640,Air_India,AI-9517,Bangalore,Evening,one,Evening,Mumbai,Economy,23.17,38,5771
100641,Air_India,AI-9517,Bangalore,Evening,one,Evening,Mumbai,Economy,25.17,38,5771
100642,Air_India,AI-9547,Bangalore,Evening,one,Morning,Mumbai,Economy,13.33,38,5851
100644,Indigo,6.00E-131,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.25,38,5964
100645,Air_India,AI-738,Bangalore,Morning,one,Evening,Mumbai,Economy,5.58,38,5985
100646,Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,10.92,38,5985
100647,Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Economy,7.58,38,6158
100648,Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Economy,11.17,38,6158
100649,Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,15.25,38,6158
100650,Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,16.33,38,6158
100651,Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,17.42,38,6158
100652,Air_India,AI-503,Bangalore,Evening,one,Afternoon,Mumbai,Economy,19.0,38,6158
