Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
101353,Indigo,6E-6212,Bangalore,Morning,one,Afternoon,Mumbai,Economy,4.17,42,3153
101354,Indigo,6.00E-131,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.25,42,3153
101355,Indigo,6E-6067,Bangalore,Evening,one,Night,Mumbai,Economy,4.42,42,3153
101356,Indigo,6E-6339,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.92,42,3153
101357,Indigo,6E-484,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,42,3153
101358,Indigo,6E-379,Bangalore,Morning,one,Afternoon,Mumbai,Economy,5.08,42,3153
101359,Indigo,6E-541,Bangalore,Morning,one,Afternoon,Mumbai,Economy,5.75,42,3153
101360,Indigo,6E-6257,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,42,3153
101361,Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.17,42,3153
101362,Indigo,6E-807,Bangalore,Morning,one,Evening,Mumbai,Economy,6.83,42,3153
101363,Indigo,6E-6339,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.08,42,3153
101364,Indigo,6E-6067,Bangalore,Evening,one,Night,Mumbai,Economy,7.08,42,3153
101365,Indigo,6E-886,Bangalore,Morning,one,Evening,Mumbai,Economy,7.25,42,3153
101366,Indigo,6.00E-131,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.42,42,3153
101367,Indigo,6E-6491,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.67,42,3153
101368,AirAsia,I5-741,Bangalore,Morning,one,Night,Mumbai,Economy,10.92,42,3385
101369,Air_India,AI-516,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.33,42,3699
101370,Air_India,AI-9517,Bangalore,Evening,one,Night,Mumbai,Economy,5.08,42,3709
101371,Indigo,0.00E+00,Bangalore,Evening,one,Late_Night,Mumbai,Economy,7.08,42,3957
101372,Air_India,AI-9547,Bangalore,Evening,one,Late_Night,Mumbai,Economy,5.17,42,3961
101373,Air_India,AI-9547,Bangalore,Evening,one,Morning,Mumbai,Economy,13.33,42,3961
101374,Air_India,AI-9547,Bangalore,Evening,one,Evening,Mumbai,Economy,21.58,42,3961
101375,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,13.08,42,3990
101376,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Early_Morning,Mumbai,Economy,24.92,42,3990
101377,Air_India,AI-9505,Bangalore,Morning,one,Night,Mumbai,Economy,14.08,42,4027
101378,GO_FIRST,G8-285,Bangalore,Afternoon,one,Evening,Mumbai,Economy,3.92,42,4096
101379,GO_FIRST,G8-285,Bangalore,Afternoon,one,Late_Night,Mumbai,Economy,9.58,42,4096
101380,Indigo,6E-6345,Bangalore,Afternoon,one,Evening,Mumbai,Economy,5.0,42,4105
101381,Indigo,6.00E-161,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.08,42,4105
101382,Indigo,6E-6345,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.92,42,4105
101383,GO_FIRST,G8-812,Bangalore,Night,one,Afternoon,Mumbai,Economy,13.83,42,4299
101384,Vistara,UK-893,Bangalore,Evening,one,Night,Mumbai,Economy,3.08,42,4792
101385,Vistara,UK-897,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.58,42,4792
